measure,location,sex,cause,rei,val
Deaths,Greece,Male,Diabetes and kidney diseases,Alcohol use,51.77855272
Deaths,Central Sub-Saharan Africa,Female,Cancer,Other environmental risks,51.6435392
DALYs (Disability-Adjusted Life Years),Andean Latin America,Female,Other infectious diseases,Drug use,51.38149346
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Female,Interpersonal violence,Tobacco,51.32875864
Deaths,Southern Latin America,Male,Transport injuries,Tobacco,51.24617902
Deaths,Southern Sub-Saharan Africa,Both,Unintentional injuries,Tobacco,51.11851523
Deaths,Oceania,Male,Diabetes and kidney diseases,Alcohol use,50.75680102
Deaths,Caribbean,Both,Transport injuries,Tobacco,50.52654986
Deaths,Australasia,Female,Digestive diseases,Tobacco,50.48879809
Deaths,Central Asia,Female,Other infectious diseases,Child and maternal malnutrition,50.4783082
Deaths,Southern Latin America,Female,Neurological disorders,Alcohol use,50.3897768
Deaths,Western Europe,Male,Enteric infections,Child and maternal malnutrition,50.0872688
Deaths,Central Asia,Both,Unintentional injuries,Tobacco,50.00914162
Deaths,Australasia,Female,Transport injuries,Alcohol use,50.00768632
Deaths,Australasia,Female,Respiratory infections and tuberculosis,Alcohol use,49.95781699
Deaths,Oceania,Female,Self-harm,Alcohol use,49.93779529
Deaths,Australasia,Female,Nutritional deficiencies,Child and maternal malnutrition,49.89842985
Deaths,Central Sub-Saharan Africa,Female,Other non-communicable diseases,Child and maternal malnutrition,49.89429785
Deaths,United Kingdom,Female,Enteric infections,"Unsafe water, sanitation, and handwashing",49.70043252
Deaths,Central Latin America,Female,Musculoskeletal disorders,Tobacco,49.68435237
Deaths,Western Europe,Female,HIV/AIDS,Drug use,49.52506341
Deaths,High-income North America,Female,Respiratory infections and tuberculosis,High fasting plasma glucose,49.43850223
DALYs (Disability-Adjusted Life Years),Southern Latin America,Female,Interpersonal violence,Tobacco,49.36516888
Deaths,Greece,Female,Respiratory infections and tuberculosis,Alcohol use,49.05206591
Deaths,High-income Asia Pacific,Female,Interpersonal violence,Low bone mineral density,48.88861119
DALYs (Disability-Adjusted Life Years),Australasia,Female,Other infectious diseases,Drug use,48.8306171
Deaths,High-income Asia Pacific,Female,Musculoskeletal disorders,Tobacco,48.343473
Deaths,Andean Latin America,Male,Chronic respiratory diseases,High body-mass index,47.89357487
Deaths,Western Europe,Female,Maternal disorders,Child and maternal malnutrition,47.84052736
Deaths,Western Europe,Both,Maternal disorders,Child and maternal malnutrition,47.84052736
Deaths,Andean Latin America,Both,Sexually transmitted infections excluding HIV,Unsafe sex,47.81792292
Deaths,South Asia,Male,Interpersonal violence,Tobacco,47.70290135
Deaths,Central Asia,Both,Substance use disorders,Childhood maltreatment,47.60988045
Deaths,North Africa and Middle East,Both,Other infectious diseases,Drug use,47.55182871
Deaths,United Kingdom,Female,Musculoskeletal disorders,Tobacco,47.5357637
Deaths,High-income North America,Male,Other infectious diseases,Drug use,47.38748945
Deaths,Australasia,Female,Self-harm,Drug use,47.16041028
Deaths,Southern Latin America,Female,HIV/AIDS,Intimate partner violence,46.95714338
Deaths,Southern Latin America,Both,HIV/AIDS,Intimate partner violence,46.95714338
Deaths,Central Asia,Male,Unintentional injuries,Tobacco,46.91524214
Deaths,Southeast Asia,Male,Interpersonal violence,Low bone mineral density,46.84724932
Deaths,North Africa and Middle East,Male,Sexually transmitted infections excluding HIV,Unsafe sex,46.51713254
Deaths,Tropical Latin America,Female,Substance use disorders,Childhood maltreatment,46.50631477
Deaths,World Bank High Income,Male,Other infectious diseases,Child and maternal malnutrition,46.44945289
Deaths,Caribbean,Female,Unintentional injuries,Tobacco,46.07708628
Deaths,Oceania,Female,Neurological disorders,Tobacco,46.03270864
DALYs (Disability-Adjusted Life Years),Greece,Both,Other non-communicable diseases,Child and maternal malnutrition,45.24274343
Deaths,Central Asia,Both,Sexually transmitted infections excluding HIV,Unsafe sex,44.68186119
Deaths,Southern Latin America,Male,Substance use disorders,Childhood maltreatment,44.48807006
Deaths,Central Sub-Saharan Africa,Female,Digestive diseases,Tobacco,44.36317965
Deaths,Oceania,Both,Sexually transmitted infections excluding HIV,Unsafe sex,44.05302144
Deaths,Central Europe,Female,Musculoskeletal disorders,Tobacco,43.9518119
Deaths,Oceania,Male,Unintentional injuries,Low bone mineral density,43.86739023
Deaths,Australasia,Female,Cancer,Other environmental risks,43.76001349
Deaths,Caribbean,Both,Substance use disorders,Childhood maltreatment,43.75423292
DALYs (Disability-Adjusted Life Years),Oceania,Male,Interpersonal violence,Tobacco,43.62082199
Deaths,North Africa and Middle East,Male,Other infectious diseases,Drug use,43.39941161
Deaths,Southern Sub-Saharan Africa,Female,Interpersonal violence,Low bone mineral density,43.15508833
Deaths,Western Europe,Female,Enteric infections,Child and maternal malnutrition,42.98586793
Deaths,Greece,Female,Diabetes and kidney diseases,Other environmental risks,42.78546707
Deaths,Oceania,Both,Cancer,Other environmental risks,42.68670039
Deaths,Central Latin America,Male,Other infectious diseases,Child and maternal malnutrition,42.49713518
Deaths,Caribbean,Male,Transport injuries,Tobacco,42.12381812
Deaths,Central Europe,Female,Self-harm,Drug use,41.99028384
Deaths,Eastern Europe,Female,Transport injuries,Tobacco,41.91973702
Deaths,Southern Sub-Saharan Africa,Both,Substance use disorders,Childhood maltreatment,41.75859703
DALYs (Disability-Adjusted Life Years),Oceania,Female,Musculoskeletal disorders,Impaired kidney function,41.6152524
Deaths,Caribbean,Both,HIV/AIDS,Drug use,41.57786682
Deaths,Andean Latin America,Female,Neurological disorders,Alcohol use,41.55648707
Deaths,Greece,Female,Unintentional injuries,Alcohol use,41.52702801
Deaths,Eastern Europe,Both,Other infectious diseases,Child and maternal malnutrition,41.51134689
DALYs (Disability-Adjusted Life Years),United Kingdom,Male,Interpersonal violence,Tobacco,41.47479503
Deaths,Greece,Male,Digestive diseases,High body-mass index,41.46917841
Deaths,World Bank High Income,Female,Other infectious diseases,Child and maternal malnutrition,41.38666635
DALYs (Disability-Adjusted Life Years),Greece,Female,Self-harm,Drug use,41.2025849
Deaths,Greece,Both,Unintentional injuries,Occupational risks,41.03403454
Deaths,Tropical Latin America,Female,Transport injuries,Tobacco,40.621449
Deaths,Greece,Both,Substance use disorders,Alcohol use,40.58847483
Deaths,World Bank High Income,Female,Other infectious diseases,Drug use,40.3495276
Deaths,East Asia,Both,Interpersonal violence,Tobacco,40.22828039
Deaths,United Kingdom,Male,Respiratory infections and tuberculosis,Child and maternal malnutrition,40.13404723
Deaths,High-income Asia Pacific,Both,Enteric infections,Child and maternal malnutrition,40.07386432
Deaths,United Kingdom,Male,Nutritional deficiencies,Child and maternal malnutrition,40.02663449
Deaths,Australasia,Female,Unintentional injuries,Tobacco,39.65853013
Deaths,East Asia,Male,Other non-communicable diseases,Child and maternal malnutrition,39.60233362
Deaths,Southern Latin America,Both,Musculoskeletal disorders,Tobacco,39.60158491
Deaths,Oceania,Female,Unintentional injuries,Low bone mineral density,39.60098513
Deaths,Greece,Female,Transport injuries,Low bone mineral density,39.22885708
Deaths,Central Asia,Female,Self-harm,Drug use,39.12059706
Deaths,Tropical Latin America,Male,Sexually transmitted infections excluding HIV,Unsafe sex,39.10905597
Deaths,Andean Latin America,Both,Transport injuries,Tobacco,39.07344391
Deaths,Andean Latin America,Male,Substance use disorders,Childhood maltreatment,39.03298866
Deaths,North Africa and Middle East,Female,Transport injuries,Tobacco,38.86648501
Deaths,Central Asia,Female,Digestive diseases,Tobacco,38.69655558
Deaths,North Africa and Middle East,Female,Interpersonal violence,Alcohol use,38.68391789
Deaths,Caribbean,Male,Substance use disorders,Childhood maltreatment,38.24477884
Deaths,Andean Latin America,Female,Sexually transmitted infections excluding HIV,Unsafe sex,38.22548859
DALYs (Disability-Adjusted Life Years),United Kingdom,Female,Interpersonal violence,Tobacco,38.15685264
Deaths,Caribbean,Female,Neurological disorders,Alcohol use,37.9963386
Deaths,Southern Sub-Saharan Africa,Male,Unintentional injuries,Tobacco,37.94560641
Deaths,Greece,Male,Unintentional injuries,Occupational risks,37.86518925
Deaths,Central Sub-Saharan Africa,Female,Self-harm,Drug use,37.73595097
Deaths,Eastern Europe,Female,Musculoskeletal disorders,Tobacco,37.60599249
Deaths,World Bank Low Income,Male,Other infectious diseases,Drug use,37.52942486
Deaths,Greece,Female,Substance use disorders,Drug use,37.35182163
Deaths,Oceania,Female,Sexually transmitted infections excluding HIV,Unsafe sex,37.33504351
Deaths,Central Latin America,Both,Interpersonal violence,Tobacco,37.06736765
Deaths,Oceania,Both,Cancer,Low physical activity,36.71271438
Deaths,Greece,Female,Digestive diseases,Tobacco,36.71030232
Deaths,Andean Latin America,Male,HIV/AIDS,Drug use,36.70933366
Deaths,Southern Sub-Saharan Africa,Male,Substance use disorders,Childhood maltreatment,36.56819626
Deaths,Greece,Both,Diabetes and kidney diseases,Low physical activity,36.56209983
Deaths,Oceania,Male,Substance use disorders,Drug use,36.44428702
Deaths,Central Europe,Both,Sexually transmitted infections excluding HIV,Unsafe sex,36.42947624
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,Interpersonal violence,Tobacco,36.40016835
DALYs (Disability-Adjusted Life Years),Australasia,Female,HIV/AIDS,Drug use,36.28232517
Deaths,Central Latin America,Male,Other non-communicable diseases,Child and maternal malnutrition,36.1283169
Deaths,Western Sub-Saharan Africa,Male,Interpersonal violence,Low bone mineral density,36.04316355
Deaths,Oceania,Female,Transport injuries,Low bone mineral density,35.93719894
Deaths,Central Asia,Male,Substance use disorders,Childhood maltreatment,35.75765782
Deaths,Central Europe,Female,Interpersonal violence,Low bone mineral density,35.3782958
Deaths,Southern Latin America,Female,HIV/AIDS,Drug use,35.37176149
Deaths,Greece,Male,Substance use disorders,Alcohol use,35.19423585
Deaths,North Africa and Middle East,Both,Musculoskeletal disorders,Tobacco,35.09333703
DALYs (Disability-Adjusted Life Years),Greece,Female,Other infectious diseases,Child and maternal malnutrition,35.0401586
Deaths,High-income North America,Male,Interpersonal violence,Low bone mineral density,34.96441301
Deaths,Eastern Sub-Saharan Africa,Both,Other infectious diseases,Drug use,34.76285752
Deaths,Oceania,Male,Neurological disorders,High body-mass index,34.59448107
Deaths,Andean Latin America,Male,Transport injuries,Tobacco,34.58347647
Deaths,Western Sub-Saharan Africa,Female,Interpersonal violence,Low bone mineral density,34.56451634
Deaths,Western Sub-Saharan Africa,Female,Unintentional injuries,Tobacco,34.28871987
Deaths,Central Europe,Male,Enteric infections,Child and maternal malnutrition,34.17778965
Deaths,Greece,Both,Interpersonal violence,Alcohol use,34.01943644
Deaths,Western Sub-Saharan Africa,Both,Other infectious diseases,Drug use,33.99358273
Deaths,United Kingdom,Male,Respiratory infections and tuberculosis,High fasting plasma glucose,33.68391085
Deaths,East Asia,Male,Interpersonal violence,Tobacco,33.63821638
Deaths,Central Europe,Female,Sexually transmitted infections excluding HIV,Unsafe sex,33.12831537
Deaths,World Bank Upper Middle Income,Female,Interpersonal violence,Tobacco,33.07437769
DALYs (Disability-Adjusted Life Years),Greece,Male,Other infectious diseases,Child and maternal malnutrition,33.07226796
Deaths,Central Asia,Female,Sexually transmitted infections excluding HIV,Unsafe sex,32.90299246
Deaths,Oceania,Both,Digestive diseases,High body-mass index,32.82684472
Deaths,Southern Latin America,Male,Unintentional injuries,Tobacco,32.77017887
Deaths,Central Asia,Both,Interpersonal violence,Low bone mineral density,32.70828308
Deaths,Oceania,Male,Cancer,Other environmental risks,32.57461464
Deaths,Andean Latin America,Female,Digestive diseases,Tobacco,32.5307038
Deaths,High-income North America,Male,Sexually transmitted infections excluding HIV,Unsafe sex,32.2857954
Deaths,Australasia,Female,Enteric infections,"Unsafe water, sanitation, and handwashing",32.15661524
Deaths,Southeast Asia,Both,Other infectious diseases,Drug use,31.85107449
Deaths,United Kingdom,Female,Respiratory infections and tuberculosis,Child and maternal malnutrition,31.64711649
Deaths,Central Sub-Saharan Africa,Both,Unintentional injuries,Tobacco,31.44441584
Deaths,North Africa and Middle East,Male,Interpersonal violence,Low bone mineral density,31.38340216
Deaths,Tropical Latin America,Female,Musculoskeletal disorders,Tobacco,31.35590486
Deaths,Central Latin America,Both,Other infectious diseases,Drug use,31.26524169
Deaths,Central Europe,Female,Transport injuries,Tobacco,31.03754585
Deaths,High-income Asia Pacific,Female,Transport injuries,Tobacco,30.84101709
Deaths,Australasia,Female,Neurological disorders,Alcohol use,30.74937137
Deaths,Central Latin America,Male,Interpersonal violence,Tobacco,30.55709884
Deaths,Andean Latin America,Both,Unintentional injuries,Tobacco,30.44398034
DALYs (Disability-Adjusted Life Years),Andean Latin America,Male,Interpersonal violence,Tobacco,30.18658076
Deaths,Oceania,Female,Cancer,Occupational risks,29.87446895
Deaths,Central Latin America,Female,Other infectious diseases,Child and maternal malnutrition,29.75624611
Deaths,Southern Sub-Saharan Africa,Both,Other non-communicable diseases,Child and maternal malnutrition,29.73254983
Deaths,World Bank Low Income,Female,Musculoskeletal disorders,Tobacco,29.69307215
Deaths,Central Europe,Female,HIV/AIDS,Drug use,29.60858607
Deaths,Greece,Female,Cancer,Drug use,29.55795572
Deaths,World Bank High Income,Both,Interpersonal violence,Tobacco,29.5576437
Deaths,Andean Latin America,Female,Self-harm,Drug use,29.50065441
Deaths,Greece,Both,Neurological disorders,Alcohol use,29.46824663
Deaths,Oceania,Female,Digestive diseases,Drug use,29.4090826
Deaths,Central Latin America,Female,Transport injuries,Tobacco,29.33185524
Deaths,Caribbean,Both,Interpersonal violence,Low bone mineral density,29.32084539
Deaths,Southern Latin America,Female,Musculoskeletal disorders,Tobacco,29.29158536
Deaths,United Kingdom,Male,Musculoskeletal disorders,Tobacco,29.24390481
Deaths,Southern Latin America,Female,Unintentional injuries,Tobacco,28.97074094
Deaths,Southeast Asia,Male,Other infectious diseases,Drug use,28.94402277
Deaths,Australasia,Female,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",28.82403684
DALYs (Disability-Adjusted Life Years),Australasia,Female,Interpersonal violence,Tobacco,28.76183764
Deaths,North Africa and Middle East,Female,Interpersonal violence,Low bone mineral density,28.60962685
Deaths,Western Europe,Male,Other non-communicable diseases,Child and maternal malnutrition,28.59415877
Deaths,United Kingdom,Male,Enteric infections,"Unsafe water, sanitation, and handwashing",28.47945505
Deaths,Central Latin America,Female,Other non-communicable diseases,Child and maternal malnutrition,28.41659809
DALYs (Disability-Adjusted Life Years),Caribbean,Female,Interpersonal violence,Tobacco,28.32023584
Deaths,Greece,Male,Interpersonal violence,Alcohol use,28.22849543
Deaths,Tropical Latin America,Both,Other infectious diseases,Drug use,28.22549848
DALYs (Disability-Adjusted Life Years),Australasia,Male,Interpersonal violence,Tobacco,28.06405231
Deaths,Oceania,Female,Transport injuries,Alcohol use,27.91816957
Deaths,Australasia,Male,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",27.82422426
Deaths,Australasia,Male,Unintentional injuries,Tobacco,27.80052711
DALYs (Disability-Adjusted Life Years),Greece,Female,Sense organ diseases,Air pollution,27.78941973
DALYs (Disability-Adjusted Life Years),Greece,Both,Sense organ diseases,Air pollution,27.78941973
Deaths,Central Sub-Saharan Africa,Male,Diabetes and kidney diseases,Alcohol use,27.55495855
Deaths,Andean Latin America,Both,Other infectious diseases,Child and maternal malnutrition,27.45269689
Deaths,Central Latin America,Female,Substance use disorders,Childhood maltreatment,27.05903422
Deaths,Greece,Both,Unintentional injuries,Tobacco,27.01761059
DALYs (Disability-Adjusted Life Years),United Kingdom,Female,Other infectious diseases,Drug use,26.96886462
Deaths,Eastern Sub-Saharan Africa,Female,Transport injuries,Tobacco,26.78284311
Deaths,Tropical Latin America,Both,Other infectious diseases,Child and maternal malnutrition,26.72473191
DALYs (Disability-Adjusted Life Years),Greece,Male,Other non-communicable diseases,Child and maternal malnutrition,26.63135251
Deaths,North Africa and Middle East,Male,Musculoskeletal disorders,Tobacco,26.37358938
Deaths,Oceania,Female,Transport injuries,Occupational risks,26.37175491
Deaths,Andean Latin America,Male,Unintentional injuries,Tobacco,26.26003793
Deaths,Western Europe,Both,Other infectious diseases,Child and maternal malnutrition,26.24154498
Deaths,Australasia,Both,Substance use disorders,Childhood maltreatment,26.23939405
Deaths,Eastern Sub-Saharan Africa,Female,Substance use disorders,Childhood maltreatment,26.03904547
Deaths,Oceania,Female,Cancer,Low physical activity,25.72473635
Deaths,Central Sub-Saharan Africa,Male,Unintentional injuries,Tobacco,25.59925298
Deaths,Central Europe,Female,Substance use disorders,Childhood maltreatment,25.59355055
Deaths,Central Asia,Both,Other non-communicable diseases,Child and maternal malnutrition,25.48528998
Deaths,Western Europe,Both,Other infectious diseases,Drug use,25.16004852
DALYs (Disability-Adjusted Life Years),Greece,Both,Interpersonal violence,Tobacco,25.05112721
Deaths,High-income Asia Pacific,Male,Interpersonal violence,Low bone mineral density,24.80598032
Deaths,Greece,Both,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",24.7923937
Deaths,Western Europe,Male,Interpersonal violence,Low bone mineral density,24.64737912
Deaths,Eastern Europe,Both,Other non-communicable diseases,Child and maternal malnutrition,24.53317335
Deaths,Australasia,Both,Respiratory infections and tuberculosis,Child and maternal malnutrition,24.46855583
Deaths,Southern Latin America,Both,Interpersonal violence,Low bone mineral density,24.29438517
Deaths,United Kingdom,Both,HIV/AIDS,Drug use,24.14361642
Deaths,Eastern Europe,Male,Sexually transmitted infections excluding HIV,Unsafe sex,24.08805129
Deaths,Central Latin America,Male,Sexually transmitted infections excluding HIV,Unsafe sex,24.08625623
Deaths,Western Europe,Female,Other non-communicable diseases,Child and maternal malnutrition,24.05072206
Deaths,Oceania,Both,Diabetes and kidney diseases,Other environmental risks,24.03527665
Deaths,High-income North America,Both,Other infectious diseases,Child and maternal malnutrition,23.7278255
Deaths,Eastern Europe,Male,Other infectious diseases,Child and maternal malnutrition,23.6851986
Deaths,Central Europe,Female,Enteric infections,Child and maternal malnutrition,23.59733582
Deaths,High-income Asia Pacific,Male,Enteric infections,Child and maternal malnutrition,23.57572868
Deaths,Central Europe,Male,Interpersonal violence,Low bone mineral density,23.45833595
DALYs (Disability-Adjusted Life Years),High-income Asia Pacific,Female,HIV/AIDS,Drug use,23.4380288
Deaths,Australasia,Male,Enteric infections,"Unsafe water, sanitation, and handwashing",23.39518858
DALYs (Disability-Adjusted Life Years),Greece,Female,HIV/AIDS,Intimate partner violence,22.9366459
DALYs (Disability-Adjusted Life Years),Greece,Both,HIV/AIDS,Intimate partner violence,22.9366459
Deaths,Southern Latin America,Both,Other non-communicable diseases,Child and maternal malnutrition,22.82119668
Deaths,Central Europe,Male,Musculoskeletal disorders,Tobacco,22.65256583
Deaths,Caribbean,Male,Sexually transmitted infections excluding HIV,Unsafe sex,22.43655243
Deaths,Greece,Female,Transport injuries,Alcohol use,22.29699725
Deaths,Oceania,Both,Transport injuries,Tobacco,22.2761468
Deaths,Eastern Sub-Saharan Africa,Male,Other infectious diseases,Drug use,22.10237847
Deaths,High-income North America,Female,Other infectious diseases,Drug use,21.96611289
Deaths,Western Sub-Saharan Africa,Male,Sexually transmitted infections excluding HIV,Unsafe sex,21.64717481
Deaths,Greece,Male,Neurological disorders,Alcohol use,21.47005938
Deaths,Caribbean,Female,Self-harm,Drug use,21.41393597
Deaths,United Kingdom,Both,Transport injuries,Tobacco,21.38668386
Deaths,Australasia,Both,Musculoskeletal disorders,Tobacco,21.31303136
DALYs (Disability-Adjusted Life Years),High-income Asia Pacific,Female,Maternal disorders,Intimate partner violence,21.28643887
DALYs (Disability-Adjusted Life Years),High-income Asia Pacific,Both,Maternal disorders,Intimate partner violence,21.28643887
Deaths,Western Europe,Male,Sexually transmitted infections excluding HIV,Unsafe sex,21.28011488
Deaths,Caribbean,Male,HIV/AIDS,Drug use,21.22062766
DALYs (Disability-Adjusted Life Years),Australasia,Female,Sense organ diseases,Air pollution,21.20867557
DALYs (Disability-Adjusted Life Years),Australasia,Both,Sense organ diseases,Air pollution,21.20867557
Deaths,Southeast Asia,Female,Musculoskeletal disorders,Tobacco,21.19686504
Deaths,East Asia,Female,Maternal disorders,Intimate partner violence,20.93692876
Deaths,East Asia,Both,Maternal disorders,Intimate partner violence,20.93692876
Deaths,Australasia,Female,Interpersonal violence,Alcohol use,20.87965489
Deaths,Tropical Latin America,Male,Musculoskeletal disorders,Tobacco,20.86402551
Deaths,East Asia,Female,Other infectious diseases,Drug use,20.58116635
Deaths,Caribbean,Female,HIV/AIDS,Drug use,20.35723916
Deaths,Southern Sub-Saharan Africa,Both,Musculoskeletal disorders,Tobacco,20.27582926
Deaths,Southern Sub-Saharan Africa,Female,Maternal disorders,Intimate partner violence,20.13745776
Deaths,Southern Sub-Saharan Africa,Both,Maternal disorders,Intimate partner violence,20.13745776
Deaths,United Kingdom,Female,Interpersonal violence,Alcohol use,19.98166206
Deaths,Oceania,Female,Unintentional injuries,Alcohol use,19.89531995
Deaths,Central Latin America,Male,Other infectious diseases,Drug use,19.49636384
Deaths,United Kingdom,Female,Respiratory infections and tuberculosis,High fasting plasma glucose,19.39886232
Deaths,World Bank Low Income,Female,Other infectious diseases,Drug use,19.20579805
Deaths,Greece,Both,Respiratory infections and tuberculosis,High fasting plasma glucose,19.19972329
Deaths,Western Sub-Saharan Africa,Male,Other infectious diseases,Drug use,19.05436268
Deaths,Oceania,Female,Unintentional injuries,Occupational risks,18.94559029
Deaths,East Asia,Female,Substance use disorders,Childhood maltreatment,18.83861596
Deaths,Australasia,Female,HIV/AIDS,Unsafe sex,18.78485449
DALYs (Disability-Adjusted Life Years),Greece,Both,Other infectious diseases,Drug use,18.70387574
Deaths,Southern Latin America,Female,Transport injuries,Tobacco,18.68324977
DALYs (Disability-Adjusted Life Years),Greece,Female,Other non-communicable diseases,Child and maternal malnutrition,18.61139092
Deaths,Greece,Male,Diabetes and kidney diseases,Low physical activity,18.38595583
Deaths,Oceania,Female,Self-harm,Drug use,18.37043863
Deaths,Greece,Male,Unintentional injuries,Tobacco,18.33485411
Deaths,Oceania,Female,Digestive diseases,High body-mass index,18.26128982
Deaths,Greece,Both,Chronic respiratory diseases,High body-mass index,18.25545589
Deaths,High-income Asia Pacific,Female,Maternal disorders,Child and maternal malnutrition,18.24847023
Deaths,High-income Asia Pacific,Both,Maternal disorders,Child and maternal malnutrition,18.24847023
DALYs (Disability-Adjusted Life Years),Central Asia,Female,Interpersonal violence,Tobacco,18.21885301
Deaths,Greece,Female,Diabetes and kidney diseases,Low physical activity,18.17614401
Deaths,Oceania,Male,Transport injuries,Tobacco,18.06733994
Deaths,Andean Latin America,Both,Interpersonal violence,Low bone mineral density,17.88373681
Deaths,Eastern Europe,Female,Other infectious diseases,Child and maternal malnutrition,17.82614829
Deaths,Central Latin America,Both,HIV/AIDS,Drug use,17.70511487
Deaths,Caribbean,Both,Other non-communicable diseases,Child and maternal malnutrition,17.64287873
Deaths,Tropical Latin America,Male,Other infectious diseases,Drug use,17.63502788
Deaths,United Kingdom,Male,HIV/AIDS,Drug use,17.55271808
Deaths,Greece,Both,HIV/AIDS,Unsafe sex,17.37704801
Deaths,Southern Sub-Saharan Africa,Male,Other non-communicable diseases,Child and maternal malnutrition,17.34359812
DALYs (Disability-Adjusted Life Years),United Kingdom,Female,Maternal disorders,Intimate partner violence,17.26704292
DALYs (Disability-Adjusted Life Years),United Kingdom,Both,Maternal disorders,Intimate partner violence,17.26704292
Deaths,Central Europe,Female,Maternal disorders,Child and maternal malnutrition,17.1816877
Deaths,Central Europe,Both,Maternal disorders,Child and maternal malnutrition,17.1816877
Deaths,Central Asia,Female,Interpersonal violence,Low bone mineral density,16.98928409
Deaths,Greece,Female,Digestive diseases,Drug use,16.94313104
Deaths,East Asia,Female,Other non-communicable diseases,Child and maternal malnutrition,16.93768587
Deaths,Western Europe,Male,Other infectious diseases,Drug use,16.92980287
Deaths,Oceania,Female,Cancer,Drug use,16.8375969
Deaths,Southern Sub-Saharan Africa,Female,Transport injuries,Tobacco,16.53200595
Deaths,High-income Asia Pacific,Female,Enteric infections,Child and maternal malnutrition,16.49813564
Deaths,Oceania,Male,Diabetes and kidney diseases,Other environmental risks,16.33851205
Deaths,Tropical Latin America,Male,Other infectious diseases,Child and maternal malnutrition,16.2907507
Deaths,Andean Latin America,Female,HIV/AIDS,Drug use,16.28063265
Deaths,Greece,Female,Interpersonal violence,Intimate partner violence,16.23677614
Deaths,Greece,Both,Interpersonal violence,Intimate partner violence,16.23677614
Deaths,United Kingdom,Both,Other non-communicable diseases,Child and maternal malnutrition,16.17088469
Deaths,Oceania,Female,Substance use disorders,Drug use,16.14934872
Deaths,Southeast Asia,Female,Substance use disorders,Childhood maltreatment,16.06774761
Deaths,Greece,Female,Self-harm,Alcohol use,15.95515572
Deaths,World Bank Lower Middle Income,Female,Interpersonal violence,Tobacco,15.94359593
Deaths,Eastern Sub-Saharan Africa,Female,Musculoskeletal disorders,Tobacco,15.93196862
Deaths,Oceania,Both,Substance use disorders,Childhood maltreatment,15.84968929
Deaths,Caribbean,Female,Interpersonal violence,Low bone mineral density,15.7866919
Deaths,Oceania,Female,Digestive diseases,Tobacco,15.78312676
Deaths,Central Asia,Male,Interpersonal violence,Low bone mineral density,15.718999
Deaths,Greece,Both,Transport injuries,Tobacco,15.41878381
Deaths,Oceania,Male,Substance use disorders,Childhood maltreatment,15.40036391
Deaths,Central Asia,Both,Musculoskeletal disorders,Tobacco,15.38073398
Deaths,World Bank High Income,Male,Interpersonal violence,Tobacco,15.34516135
Deaths,Tropical Latin America,Female,Maternal disorders,Intimate partner violence,15.28851551
Deaths,Tropical Latin America,Both,Maternal disorders,Intimate partner violence,15.28851551
Deaths,Australasia,Male,Substance use disorders,Childhood maltreatment,15.26151759
Deaths,Western Sub-Saharan Africa,Female,Other infectious diseases,Drug use,14.93922004
DALYs (Disability-Adjusted Life Years),Greece,Male,Other infectious diseases,Drug use,14.77441067
DALYs (Disability-Adjusted Life Years),Greece,Male,Interpersonal violence,Tobacco,14.75629364
Deaths,Central Sub-Saharan Africa,Female,Substance use disorders,Childhood maltreatment,14.75238703
Deaths,Oceania,Female,Interpersonal violence,Alcohol use,14.73041799
Deaths,Eastern Europe,Both,Other infectious diseases,Drug use,14.71393968
Deaths,Southern Latin America,Female,Interpersonal violence,Low bone mineral density,14.70737848
Deaths,Oceania,Male,Digestive diseases,High body-mass index,14.5655549
Deaths,Australasia,Female,Transport injuries,Occupational risks,14.47703653
Deaths,Central Sub-Saharan Africa,Both,Musculoskeletal disorders,Tobacco,14.47552784
Deaths,Southeast Asia,Both,Interpersonal violence,Tobacco,14.45554909
DALYs (Disability-Adjusted Life Years),Oceania,Female,Interpersonal violence,Tobacco,14.29714548
Deaths,World Bank High Income,Female,Interpersonal violence,Tobacco,14.21248235
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Female,Interpersonal violence,Tobacco,14.19542587
Deaths,United Kingdom,Both,Enteric infections,Child and maternal malnutrition,14.18263629
Deaths,Western Europe,Male,Other infectious diseases,Child and maternal malnutrition,13.99401808
Deaths,Central Asia,Female,Other non-communicable diseases,Child and maternal malnutrition,13.83340103
Deaths,Andean Latin America,Male,Other infectious diseases,Child and maternal malnutrition,13.75821321
Deaths,Andean Latin America,Female,Other infectious diseases,Child and maternal malnutrition,13.69448368
Deaths,Greece,Male,HIV/AIDS,Unsafe sex,13.68764604
Deaths,Southern Sub-Saharan Africa,Male,Musculoskeletal disorders,Tobacco,13.65302745
Deaths,World Bank Low Income,Both,Interpersonal violence,Tobacco,13.59319378
Deaths,Australasia,Male,Respiratory infections and tuberculosis,Child and maternal malnutrition,13.58582796
Deaths,Caribbean,Male,Interpersonal violence,Low bone mineral density,13.53415349
Deaths,Central Asia,Male,Musculoskeletal disorders,Tobacco,13.4028376
