measure,location,sex,rei,Cancer,Cardiovascular diseases,Chronic respiratory diseases,Diabetes and kidney diseases,Digestive diseases,Enteric infections,HIV/AIDS,Interpersonal violence,Maternal disorders,Mental disorders,Musculoskeletal disorders,Neonatal disorders,Neurological disorders,Nutritional deficiencies,Other infectious diseases,Other non-communicable diseases,Respiratory infections and tuberculosis,Self-harm,Sense organ diseases,Sexually transmitted infections excluding HIV,Substance use disorders,Transport injuries,Unintentional injuries
Deaths,Oceania,Both,Intimate partner violence,,,,,,,94.0,106.0,9.0,,,,,,,,,,,,,,
Deaths,Oceania,Both,Low bone mineral density,,,,,,,,4.0,,,,,,,,,,,,,,104.0,83.0
Deaths,Oceania,Both,Low physical activity,36.0,1886.0,,179.0,,,,,,,,,,,,,,,,,,,
Deaths,Oceania,Both,Occupational risks,177.0,,1351.0,,,,,,,,,,,,,,,,,,,255.0,250.0
Deaths,Oceania,Both,Other environmental risks,42.0,406.0,,24.0,,,,,,,,,,,,,,,,,,,
Deaths,Oceania,Both,Tobacco,1596.0,7878.0,4047.0,1007.0,90.0,,,1.0,,,1.0,,114.0,,,,1800.0,,,,,22.0,11.0
Deaths,Oceania,Both,Unsafe sex,815.0,,,,,,1238.0,,,,,,,,,,,,,44.0,,,
Deaths,Oceania,Both,"Unsafe water, sanitation, and handwashing",,,,,,3465.0,,,,,,,,,,,472.0,,,,,,
Deaths,Oceania,Female,Air pollution,120.0,2002.0,1185.0,693.0,,,,,,,,,,,,,1119.0,,,,,,
Deaths,Oceania,Female,Alcohol use,120.0,225.0,,,58.0,,,14.0,,,,,9.0,,,,139.0,49.0,,,8.0,27.0,19.0
Deaths,Oceania,Female,Child and maternal malnutrition,,,,,,481.0,,,532.0,,,1772.0,,641.0,108.0,2.0,625.0,,,,,,
Deaths,Oceania,Female,Dietary risks,207.0,7213.0,,1198.0,,,,,,,,,,,,,,,,,,,
Deaths,Oceania,Female,Drug use,16.0,,,,29.0,,7.0,,,,,,,,,,,18.0,,,16.0,,
Deaths,Oceania,Female,High LDL cholesterol,,3011.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Oceania,Female,High body-mass index,283.0,3243.0,391.0,1911.0,18.0,,,,,,,,69.0,,,,,,,,,,
Deaths,Oceania,Female,High fasting plasma glucose,254.0,3730.0,,4121.0,,,,,,,,,111.0,,,,111.0,,,,,,
Deaths,Oceania,Female,High systolic blood pressure,,5922.0,,585.0,,,,,,,,,,,,,,,,,,,
Deaths,Oceania,Female,Impaired kidney function,,1046.0,,1326.0,,,,,,,,,,,,,,,,,,,
Deaths,Oceania,Female,Intimate partner violence,,,,,,,94.0,106.0,9.0,,,,,,,,,,,,,,
Deaths,Oceania,Female,Low bone mineral density,,,,,,,,2.0,,,,,,,,,,,,,,35.0,39.0
Deaths,Oceania,Female,Low physical activity,25.0,771.0,,105.0,,,,,,,,,,,,,,,,,,,
Deaths,Oceania,Female,Occupational risks,29.0,,276.0,,,,,,,,,,,,,,,,,,,26.0,18.0
Deaths,Oceania,Female,Other environmental risks,10.0,118.0,,7.0,,,,,,,,,,,,,,,,,,,
Deaths,Oceania,Female,Tobacco,464.0,2239.0,1135.0,516.0,15.0,,,,,,,,46.0,,,,499.0,,,,,4.0,2.0
Deaths,Oceania,Female,Unsafe sex,815.0,,,,,,642.0,,,,,,,,,,,,,37.0,,,
Deaths,Oceania,Female,"Unsafe water, sanitation, and handwashing",,,,,,1557.0,,,,,,,,,,,172.0,,,,,,
Deaths,Oceania,Male,Air pollution,314.0,3292.0,1778.0,512.0,,,,,,,,,,,,,1749.0,,,,,,
Deaths,Oceania,Male,Alcohol use,310.0,1299.0,,50.0,236.0,,,207.0,,,,,55.0,,,,798.0,580.0,,,110.0,425.0,278.0
Deaths,Oceania,Male,Child and maternal malnutrition,,,,,,848.0,,,,,,2327.0,,311.0,156.0,5.0,892.0,,,,,,
Deaths,Oceania,Male,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,15.0,,
Deaths,Oceania,Male,Dietary risks,374.0,12237.0,,937.0,,,,,,,,,,,,,,,,,,,
Deaths,Oceania,Male,Drug use,68.0,,,,273.0,,6.0,,,,,,,,1.0,,,109.0,,,36.0,,
Deaths,Oceania,Male,High LDL cholesterol,,5803.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Oceania,Male,High body-mass index,147.0,4551.0,352.0,1389.0,14.0,,,,,,,,34.0,,,,,,,,,,
Deaths,Oceania,Male,High fasting plasma glucose,244.0,6566.0,,3974.0,,,,,,,,,60.0,,,,186.0,,,,,,
Deaths,Oceania,Male,High systolic blood pressure,,8842.0,,695.0,,,,,,,,,,,,,,,,,,,
Deaths,Oceania,Male,Impaired kidney function,,1516.0,,1573.0,,,,,,,,,,,,,,,,,,,
Deaths,Oceania,Male,Low bone mineral density,,,,,,,,2.0,,,,,,,,,,,,,,68.0,43.0
Deaths,Oceania,Male,Low physical activity,10.0,1114.0,,74.0,,,,,,,,,,,,,,,,,,,
Deaths,Oceania,Male,Occupational risks,148.0,,1074.0,,,,,,,,,,,,,,,,,,,228.0,231.0
Deaths,Oceania,Male,Other environmental risks,32.0,287.0,,16.0,,,,,,,,,,,,,,,,,,,
Deaths,Oceania,Male,Tobacco,1131.0,5638.0,2912.0,490.0,75.0,,,,,,,,68.0,,,,1301.0,,,,,18.0,8.0
Deaths,Oceania,Male,Unsafe sex,,,,,,,595.0,,,,,,,,,,,,,6.0,,,
Deaths,Oceania,Male,"Unsafe water, sanitation, and handwashing",,,,,,1908.0,,,,,,,,,,,300.0,,,,,,
Deaths,South Asia,Both,Air pollution,42854.0,582334.0,535026.0,72873.0,,,,,,,,,,,,,284266.0,,,,,,
Deaths,South Asia,Both,Alcohol use,92931.0,135076.0,,5013.0,93966.0,,,5581.0,,,,,5129.0,,,,158112.0,36317.0,,,30920.0,23795.0,17973.0
Deaths,South Asia,Both,Child and maternal malnutrition,,,,,,128499.0,,,22203.0,,,629627.0,,32048.0,19643.0,925.0,225918.0,,,,,,
Deaths,South Asia,Both,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,1792.0,,
Deaths,South Asia,Both,Dietary risks,86614.0,1890633.0,,96668.0,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Both,Drug use,5979.0,,,,30830.0,,5873.0,,,,,,,,680.0,,,7629.0,,,15469.0,,
Deaths,South Asia,Both,High LDL cholesterol,,842257.0,,,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Both,High body-mass index,29375.0,465709.0,33893.0,136013.0,2165.0,,,,,,,,14116.0,,,,,,,,,,
Deaths,South Asia,Both,High fasting plasma glucose,31936.0,663534.0,,518634.0,,,,,,,,,22277.0,,,,55574.0,,,,,,
Deaths,South Asia,Both,High systolic blood pressure,,1804346.0,,150123.0,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Both,Impaired kidney function,,265549.0,,282463.0,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Both,Intimate partner violence,,,,,,,2126.0,4439.0,1145.0,,,,,,,,,,,,,,
Deaths,South Asia,Both,Low bone mineral density,,,,,,,,585.0,,,,,,,,,,,,,,18436.0,83049.0
Deaths,South Asia,Both,Low physical activity,4443.0,211377.0,,8674.0,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Both,Occupational risks,19428.0,,178354.0,,,,,,,,,,,,,,,,,,,47585.0,31144.0
Deaths,South Asia,Both,Other environmental risks,8583.0,287486.0,,17855.0,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Both,Tobacco,225671.0,527629.0,423523.0,35552.0,11327.0,,,57.0,,,978.0,,20014.0,,,,164721.0,,,,,2240.0,6037.0
Deaths,South Asia,Both,Unsafe sex,52920.0,,,,,,45501.0,,,,,,,,,,,,,2909.0,,,
Deaths,South Asia,Both,"Unsafe water, sanitation, and handwashing",,,,,,750734.0,,,,,,,,,,,52567.0,,,,,,
Deaths,South Asia,Female,Air pollution,12270.0,240693.0,253626.0,38156.0,,,,,,,,,,,,,152704.0,,,,,,
Deaths,South Asia,Female,Alcohol use,8871.0,6740.0,,,21457.0,,,126.0,,,,,458.0,,,,11026.0,1374.0,,,2094.0,460.0,1332.0
Deaths,South Asia,Female,Child and maternal malnutrition,,,,,,69745.0,,,22203.0,,,285563.0,,21284.0,9382.0,404.0,118929.0,,,,,,
Deaths,South Asia,Female,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,186.0,,
Deaths,South Asia,Female,Dietary risks,35837.0,776139.0,,48380.0,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Female,Drug use,2060.0,,,,7124.0,,2320.0,,,,,,,,356.0,,,2623.0,,,4755.0,,
Deaths,South Asia,Female,High LDL cholesterol,,351205.0,,,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Female,High body-mass index,17274.0,219357.0,19679.0,74163.0,1564.0,,,,,,,,9120.0,,,,,,,,,,
Deaths,South Asia,Female,High fasting plasma glucose,17495.0,284499.0,,254336.0,,,,,,,,,13489.0,,,,19122.0,,,,,,
Deaths,South Asia,Female,High systolic blood pressure,,820425.0,,67583.0,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Female,Impaired kidney function,,124518.0,,125249.0,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Female,Intimate partner violence,,,,,,,2126.0,4439.0,1145.0,,,,,,,,,,,,,,
Deaths,South Asia,Female,Low bone mineral density,,,,,,,,331.0,,,,,,,,,,,,,,6880.0,54154.0
Deaths,South Asia,Female,Low physical activity,3071.0,96334.0,,4720.0,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Female,Occupational risks,2889.0,,42292.0,,,,,,,,,,,,,,,,,,,1362.0,2032.0
Deaths,South Asia,Female,Other environmental risks,2354.0,109671.0,,6677.0,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Female,Tobacco,46114.0,109662.0,96441.0,15123.0,1472.0,,,10.0,,,260.0,,4459.0,,,,39345.0,,,,,190.0,1478.0
Deaths,South Asia,Female,Unsafe sex,52920.0,,,,,,19363.0,,,,,,,,,,,,,2711.0,,,
Deaths,South Asia,Female,"Unsafe water, sanitation, and handwashing",,,,,,440263.0,,,,,,,,,,,27759.0,,,,,,
Deaths,South Asia,Male,Air pollution,30583.0,341640.0,281399.0,34716.0,,,,,,,,,,,,,131561.0,,,,,,
Deaths,South Asia,Male,Alcohol use,84060.0,128335.0,,5362.0,72509.0,,,5455.0,,,,,4670.0,,,,147085.0,34942.0,,,28826.0,23334.0,16641.0
Deaths,South Asia,Male,Child and maternal malnutrition,,,,,,58753.0,,,,,,344063.0,,10763.0,10261.0,521.0,106989.0,,,,,,
Deaths,South Asia,Male,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,1605.0,,
Deaths,South Asia,Male,Dietary risks,50776.0,1114493.0,,48288.0,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Male,Drug use,3918.0,,,,23706.0,,3553.0,,,,,,,,324.0,,,5005.0,,,10713.0,,
Deaths,South Asia,Male,High LDL cholesterol,,491051.0,,,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Male,High body-mass index,12100.0,246352.0,14213.0,61850.0,601.0,,,,,,,,4996.0,,,,,,,,,,
Deaths,South Asia,Male,High fasting plasma glucose,14440.0,379035.0,,264298.0,,,,,,,,,8787.0,,,,36452.0,,,,,,
Deaths,South Asia,Male,High systolic blood pressure,,983920.0,,82540.0,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Male,Impaired kidney function,,141031.0,,157214.0,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Male,Low bone mineral density,,,,,,,,254.0,,,,,,,,,,,,,,11555.0,28895.0
Deaths,South Asia,Male,Low physical activity,1371.0,115042.0,,3954.0,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Male,Occupational risks,16539.0,,136061.0,,,,,,,,,,,,,,,,,,,46222.0,29112.0
Deaths,South Asia,Male,Other environmental risks,6228.0,177815.0,,11177.0,,,,,,,,,,,,,,,,,,,
Deaths,South Asia,Male,Tobacco,179556.0,417967.0,327081.0,20429.0,9855.0,,,47.0,,,717.0,,15555.0,,,,125375.0,,,,,2050.0,4558.0
Deaths,South Asia,Male,Unsafe sex,,,,,,,26137.0,,,,,,,,,,,,,198.0,,,
Deaths,South Asia,Male,"Unsafe water, sanitation, and handwashing",,,,,,310470.0,,,,,,,,,,,24808.0,,,,,,
Deaths,Southeast Asia,Both,Air pollution,24721.0,158166.0,61735.0,38779.0,,,,,,,,,,,,,68555.0,,,,,,
Deaths,Southeast Asia,Both,Alcohol use,44293.0,52383.0,,744.0,28341.0,,,4721.0,,,,,1516.0,,,,40736.0,8548.0,,,7675.0,10276.0,6362.0
Deaths,Southeast Asia,Both,Child and maternal malnutrition,,,,,,16656.0,,,2870.0,,,87252.0,,17359.0,4567.0,229.0,32986.0,,,,,,
Deaths,Southeast Asia,Both,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,298.0,,
Deaths,Southeast Asia,Both,Dietary risks,51296.0,748577.0,,62684.0,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Both,Drug use,4953.0,,,,16468.0,,12019.0,,,,,,,,31.0,,,1786.0,,,4415.0,,
Deaths,Southeast Asia,Both,High LDL cholesterol,,290436.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Both,High body-mass index,24939.0,210790.0,9672.0,81132.0,2405.0,,,,,,,,10583.0,,,,,,,,,,
Deaths,Southeast Asia,Both,High fasting plasma glucose,27411.0,371308.0,,314164.0,,,,,,,,,18290.0,,,,22675.0,,,,,,
Deaths,Southeast Asia,Both,High systolic blood pressure,,816548.0,,80434.0,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Both,Impaired kidney function,,108191.0,,134459.0,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Both,Intimate partner violence,,,,,,,1323.0,1282.0,106.0,,,,,,,,,,,,,,
Deaths,Southeast Asia,Both,Low bone mineral density,,,,,,,,119.0,,,,,,,,,,,,,,6667.0,17768.0
Deaths,Southeast Asia,Both,Low physical activity,2219.0,64365.0,,4406.0,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Both,Occupational risks,15935.0,,37560.0,,,,,,,,,,,,,,,,,,,19412.0,12205.0
Deaths,Southeast Asia,Both,Other environmental risks,2526.0,57533.0,,3601.0,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Both,Tobacco,145035.0,284158.0,108652.0,29472.0,4305.0,,,14.0,,,114.0,,17462.0,,,,92364.0,,,,,1150.0,1868.0
Deaths,Southeast Asia,Both,Unsafe sex,25675.0,,,,,,35748.0,,,,,,,,,,,,,421.0,,,
Deaths,Southeast Asia,Both,"Unsafe water, sanitation, and handwashing",,,,,,81302.0,,,,,,,,,,,10995.0,,,,,,
Deaths,Southeast Asia,Female,Air pollution,7993.0,65974.0,23136.0,19877.0,,,,,,,,,,,,,33332.0,,,,,,
Deaths,Southeast Asia,Female,Alcohol use,8865.0,7618.0,,,7297.0,,,206.0,,,,,253.0,,,,7043.0,639.0,,,642.0,541.0,684.0
Deaths,Southeast Asia,Female,Child and maternal malnutrition,,,,,,7185.0,,,2870.0,,,35391.0,,8977.0,2102.0,87.0,14442.0,,,,,,
Deaths,Southeast Asia,Female,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,16.0,,
Deaths,Southeast Asia,Female,Dietary risks,20639.0,319034.0,,31232.0,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Female,Drug use,454.0,,,,885.0,,2454.0,,,,,,,,2.0,,,168.0,,,1039.0,,
Deaths,Southeast Asia,Female,High LDL cholesterol,,124847.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Female,High body-mass index,14561.0,96656.0,5173.0,44130.0,1733.0,,,,,,,,7654.0,,,,,,,,,,
Deaths,Southeast Asia,Female,High fasting plasma glucose,13992.0,166401.0,,163566.0,,,,,,,,,12754.0,,,,7782.0,,,,,,
Deaths,Southeast Asia,Female,High systolic blood pressure,,370191.0,,39726.0,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Female,Impaired kidney function,,51398.0,,65138.0,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Female,Intimate partner violence,,,,,,,1323.0,1282.0,106.0,,,,,,,,,,,,,,
Deaths,Southeast Asia,Female,Low bone mineral density,,,,,,,,73.0,,,,,,,,,,,,,,2467.0,11992.0
Deaths,Southeast Asia,Female,Low physical activity,1318.0,27357.0,,2208.0,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Female,Occupational risks,3262.0,,9670.0,,,,,,,,,,,,,,,,,,,2141.0,1396.0
Deaths,Southeast Asia,Female,Other environmental risks,732.0,18682.0,,1240.0,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Female,Tobacco,22425.0,56927.0,21050.0,11909.0,581.0,,,2.0,,,21.0,,4486.0,,,,19282.0,,,,,85.0,464.0
Deaths,Southeast Asia,Female,Unsafe sex,25675.0,,,,,,12766.0,,,,,,,,,,,,,322.0,,,
Deaths,Southeast Asia,Female,"Unsafe water, sanitation, and handwashing",,,,,,42564.0,,,,,,,,,,,5096.0,,,,,,
Deaths,Southeast Asia,Male,Air pollution,16727.0,92191.0,38599.0,18902.0,,,,,,,,,,,,,35222.0,,,,,,
Deaths,Southeast Asia,Male,Alcohol use,35427.0,44765.0,,1670.0,21043.0,,,4514.0,,,,,1263.0,,,,33692.0,7909.0,,,7033.0,9735.0,5677.0
Deaths,Southeast Asia,Male,Child and maternal malnutrition,,,,,,9471.0,,,,,,51860.0,,8382.0,2464.0,142.0,18544.0,,,,,,
Deaths,Southeast Asia,Male,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,282.0,,
Deaths,Southeast Asia,Male,Dietary risks,30656.0,429542.0,,31451.0,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Male,Drug use,4499.0,,,,15582.0,,9564.0,,,,,,,,28.0,,,1617.0,,,3375.0,,
Deaths,Southeast Asia,Male,High LDL cholesterol,,165589.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Male,High body-mass index,10378.0,114134.0,4499.0,37002.0,672.0,,,,,,,,2929.0,,,,,,,,,,
Deaths,Southeast Asia,Male,High fasting plasma glucose,13418.0,204907.0,,150597.0,,,,,,,,,5535.0,,,,14892.0,,,,,,
Deaths,Southeast Asia,Male,High systolic blood pressure,,446356.0,,40707.0,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Male,Impaired kidney function,,56793.0,,69320.0,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Male,Low bone mineral density,,,,,,,,46.0,,,,,,,,,,,,,,4199.0,5776.0
Deaths,Southeast Asia,Male,Low physical activity,900.0,37008.0,,2198.0,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Male,Occupational risks,12673.0,,27890.0,,,,,,,,,,,,,,,,,,,17271.0,10808.0
Deaths,Southeast Asia,Male,Other environmental risks,1794.0,38851.0,,2361.0,,,,,,,,,,,,,,,,,,,
Deaths,Southeast Asia,Male,Tobacco,122609.0,227231.0,87602.0,17562.0,3724.0,,,11.0,,,93.0,,12975.0,,,,73082.0,,,,,1064.0,1403.0
Deaths,Southeast Asia,Male,Unsafe sex,,,,,,,22982.0,,,,,,,,,,,,,98.0,,,
Deaths,Southeast Asia,Male,"Unsafe water, sanitation, and handwashing",,,,,,38738.0,,,,,,,,,,,5898.0,,,,,,
Deaths,Southern Latin America,Both,Air pollution,1647.0,9567.0,4880.0,2732.0,,,,,,,,,,,,,5045.0,,,,,,
Deaths,Southern Latin America,Both,Alcohol use,6688.0,,,,4751.0,,,950.0,,,,,199.0,,,,1864.0,2277.0,,,1649.0,1423.0,856.0
Deaths,Southern Latin America,Both,Child and maternal malnutrition,,,,,,112.0,,,83.0,,,3990.0,,1481.0,12.0,22.0,397.0,,,,,,
Deaths,Southern Latin America,Both,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,54.0,,
Deaths,Southern Latin America,Both,Dietary risks,8951.0,66289.0,,5847.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Both,Drug use,1293.0,,,,2792.0,,266.0,,,,,,,,8.0,,,507.0,,,966.0,,
Deaths,Southern Latin America,Both,High LDL cholesterol,,34154.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Both,High body-mass index,7843.0,29980.0,270.0,11558.0,692.0,,,,,,,,5005.0,,,,,,,,,,
Deaths,Southern Latin America,Both,High fasting plasma glucose,5474.0,33652.0,,25994.0,,,,,,,,,3452.0,,,,161.0,,,,,,
Deaths,Southern Latin America,Both,High systolic blood pressure,,63319.0,,9975.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Both,Impaired kidney function,,10007.0,,15847.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Both,Intimate partner violence,,,,,,,46.0,234.0,7.0,,,,,,,,,,,,,,
Deaths,Southern Latin America,Both,Low bone mineral density,,,,,,,,24.0,,,,,,,,,,,,,,690.0,1249.0
Deaths,Southern Latin America,Both,Low physical activity,580.0,7525.0,,389.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Both,Occupational risks,3156.0,,2767.0,,,,,,,,,,,,,,,,,,,1839.0,1133.0
Deaths,Southern Latin America,Both,Other environmental risks,507.0,3041.0,,298.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Both,Tobacco,25568.0,23989.0,10288.0,1946.0,377.0,,,2.0,,,39.0,,2899.0,,,,8908.0,,,,,69.0,61.0
Deaths,Southern Latin America,Both,Unsafe sex,4306.0,,,,,,2072.0,,,,,,,,,,,,,68.0,,,
Deaths,Southern Latin America,Both,"Unsafe water, sanitation, and handwashing",,,,,,550.0,,,,,,,,,,,577.0,,,,,,
Deaths,Southern Latin America,Female,Air pollution,586.0,4206.0,2113.0,1342.0,,,,,,,,,,,,,2589.0,,,,,,
Deaths,Southern Latin America,Female,Alcohol use,2625.0,,,,1060.0,,,90.0,,,,,50.0,,,,391.0,233.0,,,206.0,193.0,231.0
Deaths,Southern Latin America,Female,Child and maternal malnutrition,,,,,,57.0,,,83.0,,,1694.0,,741.0,5.0,11.0,176.0,,,,,,
Deaths,Southern Latin America,Female,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,10.0,,
Deaths,Southern Latin America,Female,Dietary risks,3602.0,31289.0,,2719.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Female,Drug use,397.0,,,,461.0,,35.0,,,,,,,,2.0,,,60.0,,,392.0,,
Deaths,Southern Latin America,Female,High LDL cholesterol,,16479.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Female,High body-mass index,4246.0,13881.0,176.0,5666.0,456.0,,,,,,,,3541.0,,,,,,,,,,
Deaths,Southern Latin America,Female,High fasting plasma glucose,2735.0,14746.0,,12401.0,,,,,,,,,2302.0,,,,52.0,,,,,,
Deaths,Southern Latin America,Female,High systolic blood pressure,,31875.0,,4982.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Female,Impaired kidney function,,5843.0,,7833.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Female,Intimate partner violence,,,,,,,46.0,234.0,7.0,,,,,,,,,,,,,,
Deaths,Southern Latin America,Female,Low bone mineral density,,,,,,,,14.0,,,,,,,,,,,,,,299.0,800.0
Deaths,Southern Latin America,Female,Low physical activity,355.0,3966.0,,199.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Female,Occupational risks,648.0,,615.0,,,,,,,,,,,,,,,,,,,143.0,79.0
Deaths,Southern Latin America,Female,Other environmental risks,172.0,1123.0,,108.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Female,Tobacco,8914.0,9347.0,3698.0,808.0,129.0,,,1.0,,,29.0,,1781.0,,,,3785.0,,,,,18.0,28.0
Deaths,Southern Latin America,Female,Unsafe sex,4306.0,,,,,,607.0,,,,,,,,,,,,,55.0,,,
Deaths,Southern Latin America,Female,"Unsafe water, sanitation, and handwashing",,,,,,322.0,,,,,,,,,,,293.0,,,,,,
Deaths,Southern Latin America,Male,Air pollution,1060.0,5360.0,2766.0,1390.0,,,,,,,,,,,,,2455.0,,,,,,
Deaths,Southern Latin America,Male,Alcohol use,4062.0,,,4.0,3691.0,,,859.0,,,,,149.0,,,,1473.0,2044.0,,,1442.0,1230.0,625.0
Deaths,Southern Latin America,Male,Child and maternal malnutrition,,,,,,55.0,,,,,,2296.0,,740.0,6.0,11.0,220.0,,,,,,
Deaths,Southern Latin America,Male,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,44.0,,
Deaths,Southern Latin America,Male,Dietary risks,5349.0,34999.0,,3128.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Male,Drug use,896.0,,,,2330.0,,231.0,,,,,,,,6.0,,,447.0,,,574.0,,
Deaths,Southern Latin America,Male,High LDL cholesterol,,17675.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Male,High body-mass index,3597.0,16099.0,93.0,5892.0,236.0,,,,,,,,1464.0,,,,,,,,,,
Deaths,Southern Latin America,Male,High fasting plasma glucose,2738.0,18905.0,,13592.0,,,,,,,,,1149.0,,,,109.0,,,,,,
Deaths,Southern Latin America,Male,High systolic blood pressure,,31443.0,,4993.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Male,Impaired kidney function,,4164.0,,8013.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Male,Low bone mineral density,,,,,,,,9.0,,,,,,,,,,,,,,390.0,448.0
Deaths,Southern Latin America,Male,Low physical activity,225.0,3559.0,,189.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Male,Occupational risks,2507.0,,2152.0,,,,,,,,,,,,,,,,,,,1695.0,1054.0
Deaths,Southern Latin America,Male,Other environmental risks,334.0,1917.0,,190.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Latin America,Male,Tobacco,16654.0,14642.0,6589.0,1137.0,248.0,,,1.0,,,10.0,,1117.0,,,,5122.0,,,,,51.0,32.0
Deaths,Southern Latin America,Male,Unsafe sex,,,,,,,1464.0,,,,,,,,,,,,,13.0,,,
Deaths,Southern Latin America,Male,"Unsafe water, sanitation, and handwashing",,,,,,227.0,,,,,,,,,,,284.0,,,,,,
Deaths,Southern Sub-Saharan Africa,Both,Air pollution,1458.0,10610.0,5366.0,6477.0,,,,,,,,,,,,,12796.0,,,,,,
Deaths,Southern Sub-Saharan Africa,Both,Alcohol use,5821.0,10222.0,,1150.0,1611.0,,,4186.0,,,,,436.0,,,,20911.0,3284.0,,,877.0,2976.0,934.0
Deaths,Southern Sub-Saharan Africa,Both,Child and maternal malnutrition,,,,,,6702.0,,,640.0,,,19878.0,,5352.0,665.0,29.0,8049.0,,,,,,
Deaths,Southern Sub-Saharan Africa,Both,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,41.0,,
Deaths,Southern Sub-Saharan Africa,Both,Dietary risks,4647.0,48333.0,,8360.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Both,Drug use,778.0,,,,1755.0,,2732.0,,,,,,,,6.0,,,584.0,,,1091.0,,
Deaths,Southern Sub-Saharan Africa,Both,High LDL cholesterol,,19600.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Both,High body-mass index,4311.0,28637.0,1691.0,18081.0,491.0,,,,,,,,2530.0,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Both,High fasting plasma glucose,2937.0,27015.0,,37777.0,,,,,,,,,1970.0,,,,5296.0,,,,,,
