measure,location,sex,rei,Cancer,Cardiovascular diseases,Chronic respiratory diseases,Diabetes and kidney diseases,Digestive diseases,Enteric infections,HIV/AIDS,Interpersonal violence,Maternal disorders,Mental disorders,Musculoskeletal disorders,Neonatal disorders,Neurological disorders,Nutritional deficiencies,Other infectious diseases,Other non-communicable diseases,Respiratory infections and tuberculosis,Self-harm,Sense organ diseases,Sexually transmitted infections excluding HIV,Substance use disorders,Transport injuries,Unintentional injuries
Deaths,Caribbean,Male,"Unsafe water, sanitation, and handwashing",,,,,,2540.0,,,,,,,,,,,761.0,,,,,,
Deaths,Central Asia,Both,Air pollution,1878.0,37394.0,4761.0,2702.0,,,,,,,,,,,,,6497.0,,,,,,
Deaths,Central Asia,Both,Alcohol use,6418.0,4311.0,,,11915.0,,,899.0,,,,,603.0,,,,3708.0,2976.0,,,3652.0,1475.0,1405.0
Deaths,Central Asia,Both,Child and maternal malnutrition,,,,,,1966.0,,,141.0,,,15214.0,,121.0,116.0,25.0,10669.0,,,,,,
Deaths,Central Asia,Both,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,47.0,,
Deaths,Central Asia,Both,Dietary risks,6778.0,194702.0,,5022.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Both,Drug use,1302.0,,,,4957.0,,778.0,,,,,,,,6.0,,,416.0,,,1588.0,,
Deaths,Central Asia,Both,High LDL cholesterol,,97461.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Both,High body-mass index,4997.0,79598.0,601.0,9107.0,283.0,,,,,,,,3016.0,,,,,,,,,,
Deaths,Central Asia,Both,High fasting plasma glucose,3243.0,101974.0,,21036.0,,,,,,,,,2332.0,,,,883.0,,,,,,
Deaths,Central Asia,Both,High systolic blood pressure,,188067.0,,4703.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Both,Impaired kidney function,,30862.0,,9505.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Both,Intimate partner violence,,,,,,,8.0,195.0,3.0,,,,,,,,,,,,,,
Deaths,Central Asia,Both,Low bone mineral density,,,,,,,,32.0,,,,,,,,,,,,,,405.0,429.0
Deaths,Central Asia,Both,Low physical activity,279.0,21899.0,,316.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Both,Occupational risks,1490.0,,2355.0,,,,,,,,,,,,,,,,,,,1437.0,1438.0
Deaths,Central Asia,Both,Other environmental risks,970.0,9032.0,,170.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Both,Tobacco,16365.0,61743.0,6690.0,1790.0,674.0,,,4.0,,,15.0,,1685.0,,,,6111.0,,,,,74.0,50.0
Deaths,Central Asia,Both,Unsafe sex,2847.0,,,,,,420.0,,,,,,,,,,,,,44.0,,,
Deaths,Central Asia,Both,"Unsafe water, sanitation, and handwashing",,,,,,2157.0,,,,,,,,,,,735.0,,,,,,
Deaths,Central Asia,Female,Air pollution,419.0,16136.0,1973.0,1378.0,,,,,,,,,,,,,2836.0,,,,,,
Deaths,Central Asia,Female,Alcohol use,2042.0,,,,4112.0,,,105.0,,,,,129.0,,,,490.0,274.0,,,769.0,128.0,160.0
Deaths,Central Asia,Female,Child and maternal malnutrition,,,,,,887.0,,,141.0,,,5851.0,,62.0,50.0,13.0,4777.0,,,,,,
Deaths,Central Asia,Female,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,11.0,,
Deaths,Central Asia,Female,Dietary risks,2355.0,87608.0,,2414.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Female,Drug use,265.0,,,,961.0,,222.0,,,,,,,,1.0,,,39.0,,,352.0,,
Deaths,Central Asia,Female,High LDL cholesterol,,45013.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Female,High body-mass index,2667.0,38772.0,313.0,4797.0,203.0,,,,,,,,2263.0,,,,,,,,,,
Deaths,Central Asia,Female,High fasting plasma glucose,1469.0,46111.0,,10211.0,,,,,,,,,1490.0,,,,209.0,,,,,,
Deaths,Central Asia,Female,High systolic blood pressure,,87525.0,,2057.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Female,Impaired kidney function,,17187.0,,4228.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Female,Intimate partner violence,,,,,,,8.0,195.0,3.0,,,,,,,,,,,,,,
Deaths,Central Asia,Female,Low bone mineral density,,,,,,,,16.0,,,,,,,,,,,,,,142.0,202.0
Deaths,Central Asia,Female,Low physical activity,181.0,11074.0,,167.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Female,Occupational risks,288.0,,711.0,,,,,,,,,,,,,,,,,,,80.0,85.0
Deaths,Central Asia,Female,Other environmental risks,198.0,3206.0,,56.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Female,Tobacco,1337.0,10777.0,1023.0,633.0,38.0,,,,,,1.0,,144.0,,,,1426.0,,,,,3.0,3.0
Deaths,Central Asia,Female,Unsafe sex,2847.0,,,,,,133.0,,,,,,,,,,,,,32.0,,,
Deaths,Central Asia,Female,"Unsafe water, sanitation, and handwashing",,,,,,969.0,,,,,,,,,,,314.0,,,,,,
Deaths,Central Asia,Male,Air pollution,1459.0,21257.0,2788.0,1323.0,,,,,,,,,,,,,3661.0,,,,,,
Deaths,Central Asia,Male,Alcohol use,4375.0,6433.0,,173.0,7802.0,,,793.0,,,,,473.0,,,,3217.0,2702.0,,,2883.0,1346.0,1244.0
Deaths,Central Asia,Male,Child and maternal malnutrition,,,,,,1079.0,,,,,,9362.0,,59.0,66.0,11.0,5892.0,,,,,,
Deaths,Central Asia,Male,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,35.0,,
Deaths,Central Asia,Male,Dietary risks,4422.0,107094.0,,2607.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Male,Drug use,1036.0,,,,3996.0,,556.0,,,,,,,,5.0,,,377.0,,,1236.0,,
Deaths,Central Asia,Male,High LDL cholesterol,,52447.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Male,High body-mass index,2330.0,40825.0,288.0,4310.0,80.0,,,,,,,,753.0,,,,,,,,,,
Deaths,Central Asia,Male,High fasting plasma glucose,1773.0,55862.0,,10824.0,,,,,,,,,841.0,,,,674.0,,,,,,
Deaths,Central Asia,Male,High systolic blood pressure,,100541.0,,2645.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Male,Impaired kidney function,,13675.0,,5277.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Male,Low bone mineral density,,,,,,,,15.0,,,,,,,,,,,,,,262.0,227.0
Deaths,Central Asia,Male,Low physical activity,97.0,10824.0,,149.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Male,Occupational risks,1201.0,,1644.0,,,,,,,,,,,,,,,,,,,1357.0,1352.0
Deaths,Central Asia,Male,Other environmental risks,771.0,5826.0,,113.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Asia,Male,Tobacco,15028.0,50966.0,5667.0,1157.0,635.0,,,4.0,,,13.0,,1540.0,,,,4685.0,,,,,71.0,46.0
Deaths,Central Asia,Male,Unsafe sex,,,,,,,287.0,,,,,,,,,,,,,11.0,,,
Deaths,Central Asia,Male,"Unsafe water, sanitation, and handwashing",,,,,,1187.0,,,,,,,,,,,420.0,,,,,,
Deaths,Central Europe,Both,Air pollution,10052.0,53649.0,11941.0,4826.0,,,,,,,,,,,,,5398.0,,,,,,
Deaths,Central Europe,Both,Alcohol use,31820.0,39760.0,,91.0,15901.0,,,577.0,,,,,802.0,,,,5936.0,6808.0,,,7392.0,1837.0,3306.0
Deaths,Central Europe,Both,Child and maternal malnutrition,,,,,,57.0,,,17.0,,,2252.0,,229.0,12.0,8.0,498.0,,,,,,
Deaths,Central Europe,Both,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,380.0,,
Deaths,Central Europe,Both,Dietary risks,27739.0,319123.0,,7879.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Europe,Both,Drug use,2438.0,,,,5097.0,,133.0,,,,,,,,3.0,,,534.0,,,1253.0,,
Deaths,Central Europe,Both,High LDL cholesterol,,178150.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Central Europe,Both,High body-mass index,21946.0,141658.0,548.0,16113.0,1283.0,,,,,,,,16181.0,,,,,,,,,,
Deaths,Central Europe,Both,High fasting plasma glucose,17767.0,157967.0,,36730.0,,,,,,,,,9005.0,,,,302.0,,,,,,
Deaths,Central Europe,Both,High systolic blood pressure,,379868.0,,10856.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Europe,Both,Impaired kidney function,,48631.0,,16284.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Europe,Both,Intimate partner violence,,,,,,,7.0,180.0,1.0,,,,,,,,,,,,,,
Deaths,Central Europe,Both,Low bone mineral density,,,,,,,,58.0,,,,,,,,,,,,,,961.0,5281.0
Deaths,Central Europe,Both,Low physical activity,1946.0,48177.0,,639.0,,,,,,,,,,,,,,,,,,,
Deaths,Central Europe,Both,Occupational risks,10194.0,,4474.0,,,,,,,,,,,,,,,,,,,1033.0,1091.0
Deaths,Central Europe,Both,Other environmental risks,4705.0,13971.0,,332.0,,,,,,,,,,,,,,,,,,,
