country,type,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Cyprus,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,2.4,5.1,3.1,2.7,2.6,1.9,3.5,2.9,4,4.5,4.2,3.2,0.6,1,1.5,2.2,1.8,1.8,1.8,1.8,1.3,1.1,0.9,0.5,0.6,0.3,0,0,0.1,0.1,0,0.1,0.6,0.7,0.6,1.7
Czech Republic,coal,1479,1474.7,1426.1,1476.2,1534.3,1553.3,1618.3,1595.3,1561,1555.2,1588.4,1619.4,1654.4,1660.8,1661.3,1609.9,1603.3,1615.8,1606.7,1637,1601.4,1594.2,1575.6,1594.1,1532.7,1245.4,1140.9,1065.3,1036.4,980.9,981.8,979.6,920.4,853.2,777.4,888.2,871.7,855.5,869.5,870.8,841.3,871.1,869.5,824.6,761.7,786.2,774,742.1,707.4,685.6,683.5,688.3,655.9,651.3,602.4,523.3,543.6
Denmark,coal,154.8,175.5,150.2,134.6,123,98.3,60.2,61.5,94.2,89,85.9,119.3,137.3,151.2,180.4,257.4,205.7,248.2,237,249.8,304.5,308,302.3,282.8,232.5,255,345.9,288.1,302.2,325,271.7,373.4,277.6,235.9,198.2,166.3,175.7,175.9,240.1,184,155.3,235.6,194.8,171.6,168.8,160.5,135.6,103.5,135.5,110,72.4,87.7,65.6,66.8,38.1,33.2,46.2
Estonia,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.1,246,248.2,236.7,245.1,259.2,237.7,192.5,153.7,157.3,145.8,152.8,151,128,115.8,123.4,122.7,119.9,138.9,138.5,137.1,131,163,145.7,125.9,168.6,170.6,156.8,174.3,170.5,151.1,158.6,181.1,176.9,128.9,105.3,122.8
Finland,coal,72.9,67.7,65.1,78.4,94.1,95.6,84.9,94.2,104.5,106.5,96.5,130,131.1,176.7,170.3,193.3,118.8,131.7,143.1,164.8,208.9,191,213.9,214.2,209.5,220.6,220.4,200.6,229.3,279.2,247,294.3,278.7,228.7,221.6,210,253.8,275.7,344.1,309.2,198.6,310.2,292.9,223.4,225,284.1,230.8,189,208.9,187.3,159.9,183.3,167.9,176,147.8,113.5,118.4
France,coal,1732.1,1604.9,1584.2,1523.4,1525,1451.4,1330,1183,1170.2,1184.4,1038.4,1220.9,1175.9,1226.8,1332.4,1304.5,1189.1,1215.8,1100.3,1052.1,1021.2,844.1,768.3,750.3,816.8,795.1,846.2,746.1,609.6,599.5,613.8,654,572.8,681.2,610,593.1,519.1,535,568.7,541.4,562.3,519.5,537.9,505.5,450.1,481.9,409,463.3,484.2,361.6,359.5,351.1,383.3,342.9,268,193.6,232.7
Germany,coal,6730.1,6283.2,6052.7,6139.6,6321.5,6242.4,5973.8,5831.5,5850.5,5875.6,5322.8,5619,5396.4,5466.5,5784.4,5917.5,6016.7,5873.3,6087.5,6282.9,6249.6,5905.4,5881.1,5811.8,5904.4,5506.9,4836.9,4372.2,4124.8,4001.2,3794.2,3777.8,3660.5,3573,3440.1,3571.5,3581.8,3589.7,3649,3557.2,3403.4,3539.9,3629.8,3354.5,3003.5,3226.2,3278.8,3369.9,3468.2,3333.2,3294.2,3203.8,3009.3,2904.1,2247.2,1806.1,2115.6
Greece,coal,88.2,88,84.2,95,92,105.8,156,166.6,196,206.4,270.3,319.4,339.7,302.1,165.8,165.8,164.2,166.7,204.4,218.3,253.1,241.5,275.7,309.5,332.7,337.4,324.6,338.7,338.6,339.3,338.2,329,354.3,370.6,356.5,377.8,390.5,375.7,377.7,387.2,382,351.7,370.9,349.1,352.8,329.4,330.7,340.8,292.5,281.2,235.6,182.5,7.9,197.2,133.8,76.7,74
Hungary,coal,456.8,438.1,380,375.1,380.7,386.9,374.5,364,365.8,348.9,332.4,336.8,342.6,342.3,344.9,338.2,339.8,354.3,333.1,324.1,318.4,314.6,314.5,296.7,265.8,257.8,240.1,216.5,195,185,182,179.7,171.7,166.6,173.4,162,153.9,148.5,152,144.1,128.1,128.6,130.8,127.1,107,112.7,113.6,109.3,95.7,94.6,98,91.8,94.1,88.9,77,70.5,60.6
Iceland,coal,0.3,0.2,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0.7,0.9,1.5,1.4,2,2.8,2.9,3.3,2.6,2.7,2.9,2.7,2.8,2.2,2.3,2.3,2.7,2.6,2.7,2.4,2.9,4,4.3,4.3,4.2,4.4,4.2,4.3,4.6,4,3.7,3.9,3.9,4,4.6,3.8,4.2,4.8,4.8,4.8,4.7,0,0
Ireland,coal,130.9,149.1,158.8,193.9,184.6,90,85.9,80,78,84.1,71.2,73.2,76.7,72.6,83.2,78.9,82.6,87.3,94.7,90.8,104.3,114.7,147.3,150,150.3,144.9,139,132.4,128.7,123.1,124,124.7,118.8,119.5,102.8,109.5,114.7,110.3,106.7,99.7,110.8,100,97.6,95.5,83.5,83.1,81.6,94.7,85.7,84.2,91.8,88.2,75.1,59.1,42.3,31.3,52.4
Italy,coal,361.2,375.6,411.6,398.7,409.2,413.2,399.2,371.5,376.9,410.5,411.6,408.1,401.3,408.2,448,525.6,538.7,602.3,563.7,639.3,631.2,620.4,615.9,577.3,602.3,612.9,582.2,510.7,446.7,471.6,507.3,466.8,473.6,491.6,491,524.1,556.9,574.8,620.3,694.8,689.5,698.1,683.5,661.3,517.8,572.5,641.8,657.8,566.7,552.4,516.2,459.8,402.9,369.2,279.1,213.3,229.9
Latvia,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,38.4,35.1,35.3,28.8,29.7,26,22.9,20.9,15.7,11.2,10.5,9.4,6.9,5.3,5.5,5.1,4.1,3.7,2.8,3.4,3.6,4.5,4.4,3.6,4.6,4.6,3.7,3.1,2.5,1.9,1.7,1.7,2,1.7,1,1.3
Lithuania,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39.6,39,39.3,36.7,33.4,37.3,17.5,15.5,12.9,10.3,9.4,7.6,6.7,5.7,3.9,3.5,5.7,7.3,7.1,7.7,10.5,10.4,8.9,7,8.7,10,9.8,11.3,9.5,7.6,7.7,8.3,8.9,8.3,6.5,7.6
Luxembourg,coal,114.2,103.1,96.6,103.5,110,112.8,103.9,102.3,101.4,108.1,82.2,76.1,65.6,69.3,77,76.4,61.4,56.6,51.9,59.1,58.7,52.1,37.6,38.3,47.5,46.1,43.8,41.3,42.7,36.8,20.7,19.5,12.4,4.1,4.2,4.6,5,3.1,2.4,3.3,3.2,3.9,3.3,3.1,2.8,2.8,2.4,2.2,2,2.2,2.1,2.1,2,1.7,1.9,1.6,1.4
Netherlands,coal,371,338,325,308,262,192,145,124,126,120,101,126,132,151,144,167,185,214,221,267,266,274,289,346,343,366,337,336,339,361,373,360,350,357,313,325,346,348,360,355,339,323,352,333,314,316,311.7,342.5,342.7,379.1,463.2,429.4,385.1,346,268.8,172.1,234.5
North Macedonia,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.7,55.9,55.6,55.9,58,59.9,57.9,54.2,70,61.1,56,61.9,53.8,61.9,58.9,61.1,59.4,60.9,62.4,56,54.2,61.9,58.3,48.7,45.1,40.7,36.7,40.1,36.2,42.9,29.4,25.3
Norway,coal,32,29.4,30.9,31.4,35,35.8,33.7,36.5,39.3,43.5,41.4,40,34.4,35.5,44.1,40.9,40.9,39.4,41.9,47,46.8,41.8,40.3,41.4,36.3,34,30.2,30.4,32.9,37,40.4,40.2,39.9,43.3,40.6,41.6,37,32.1,31.4,35.4,30.2,25.9,28.5,29.4,23.4,31.9,35.4,34.3,32.5,35.6,31.9,32.8,34.2,33.4,32.7,32.3,32.9
Poland,coal,2490.4,2523.7,2569.4,2693,2829.3,2938.3,3007.7,3146.3,3159.2,3248.2,3504.4,3664.1,3794.1,3970.7,4018.6,4255.6,3794.5,3927.8,3918.3,4085.7,4180.7,4287.6,4442.2,4319.9,4127.8,3284.1,3252.8,3144.7,3108.6,2895.1,2944.3,3013.8,2941,2650.1,2542.4,2354.8,2327.1,2283,2350.4,2281.4,2307.7,2403.3,2342.4,2311.9,2170.3,2305.9,2301.2,2144.9,2235,2070.2,2037.8,2072.4,2084,2085,1857.9,1722.3,1882.4
Portugal,coal,24.8,25.3,25.2,22.7,21.4,19.6,18.1,16,23.7,18.4,17.2,16.7,15.2,17.9,18.7,14.7,16.6,15.3,16.7,20.7,32.2,60.7,79,91.1,101.7,119.2,124.9,126.5,137.7,143.5,175.9,164.1,149.3,149.3,155,155.4,132.9,146.5,140.3,138.8,139.7,138.3,120.4,105.3,119.6,69,93,121.9,110.9,112.2,136.5,119.2,135.9,114,52.3,23.7,10.7
Romania,coal,182.5,196.6,217.8,238.8,276,299.8,316.7,331.5,373.3,392.6,407,413.1,418.3,469.7,505.8,517.7,544.1,519.9,600.7,599.6,624.8,632.8,677.5,733.7,732.8,525.8,438.9,432.1,427.4,428,442.3,442,401.7,338.5,294.3,307.9,318.5,343,383.8,377.4,359.9,407.7,411.2,395.6,315.4,294.8,343.7,316.8,246.1,243.3,252.3,224.6,225,214.6,208,150.2,173.6
Slovakia,coal,252.8,256,246.9,259.6,273.1,275.3,288.8,294,285.8,284.9,283.7,281.1,288.8,302.8,297.8,339,329.9,335.8,336.2,357.7,354.8,327.7,344.3,358.8,346.1,327.9,291.4,259.6,256.3,228.6,227.9,224.2,210.6,191.8,190.7,179.1,185.2,179.4,194.4,190.6,176.7,184.3,165.2,164.7,160.4,161.2,152.9,144.1,143.3,140.7,135.7,133.9,139.9,138.9,113.1,97,122.5
Slovenia,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.9,60.2,62.7,59.7,55.6,57.7,53.3,59,59.8,54.7,56.8,60.3,65.6,62.3,63.3,63.5,64.8,65.9,63.5,58.9,60.1,60.9,57.9,55.9,44.1,44.6,47.6,47.5,46.4,43.9,42.3,34.8
Spain,coal,406.1,375.7,381.8,386.5,389,410.9,412.9,422.9,414.2,401.2,444.6,430.6,461.3,396.4,451.8,520.8,642.5,712,748.9,761.3,752.7,780,756.7,656.6,809.4,804.4,837.3,854.3,768.4,792.2,794.1,671,768.5,732.3,820.7,876.5,802.5,904.3,842.8,881.3,858.8,749.8,838.9,565.4,394.8,288.8,535.5,648.6,477.2,487.3,573,439.5,563.1,482.5,212.3,123.8,160.8
Sweden,coal,93.3,89.1,88.4,77.2,75.4,79.7,71.8,61.7,68.2,75.3,81.3,78,61.9,63.5,75,71.5,61.5,68.4,85.8,103.5,121.8,129.9,128.2,125.9,118.7,124,121.1,112.8,114.8,116.5,116.5,129,110.3,111,106.1,107.4,116.4,125,122.6,126.1,115.3,127.3,118.6,118.6,83.6,115.3,103,88.3,90.1,84.5,84.5,82.9,82.7,82.9,82.3,68,56.7
Switzerland,coal,53.4,44.2,37.2,35.2,31.8,27.3,18.5,15.6,14.8,12.8,9.6,9,10.5,9.5,9.8,14.3,21.2,18.7,16.3,21,21.1,18.1,16.9,14.4,14.9,14.9,12.7,8.8,7.3,7.4,8,6,4.6,3.8,4,5.8,6,5.6,5.7,5.4,6,6.5,7.3,6.6,6.2,6.2,5.7,5.2,5.6,5.7,5.2,4.8,4.6,4.3,3.8,3.7,3.7
Turkey,coal,153.7,171,151.6,164.8,175,193.8,199.3,213.9,218.6,238.4,247.6,259.7,267.6,271.5,278.2,294.5,300.6,337.6,371.5,417.4,499.6,549.8,580.5,561.2,632.4,671.5,717.3,714.7,661.3,663.3,692.4,778.9,870.1,902.8,838.8,940.4,772.6,806.9,871.5,924.7,927.7,1095.6,1233.6,1239.1,1293.6,1316.2,1418.4,1528,1321.5,1512.5,1454.5,1610.1,1652.1,1710.8,1755.1,1700.5,1742.7
Ukraine,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556.5,3530.8,3498.7,3299.9,3009,3477.4,3086.6,3038.3,2706.1,2159.8,2135.2,1606.7,1567.5,1606.4,1589,1613.8,1571.2,1581.1,1624.9,1543.9,1561.6,1679,1786,1750,1501.8,1601.5,1737.1,1788.5,1734.5,1489.5,1144.8,1358.6,1078.4,1174.6,1091.7,955.2,952.3
United Kingdom,coal,4915.2,4677.9,4369.8,4373.1,4262.6,4020.3,3563,3120.9,3380.3,2976,2993.8,3046.6,3056.6,2977.7,3200.8,2975.3,2959.2,2759.9,2785.6,1979.4,2632.6,2843.2,2912.7,2827.4,2721.6,2719.1,2723.7,2561,2230.1,2082.3,1986.9,1857.5,1656.6,1615.3,1436.1,1537.7,1629.2,1495.1,1595.3,1533.2,1567.1,1713.8,1607.2,1491.1,1247.4,1294.9,1316.7,1631.1,1548,1245.8,966.1,464,379.2,317.4,217.5,204.3,210.3
Azerbaijan,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,3.9,3.9,3.9,3.9,3.7,2.8,0.5,0.1,0.2,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0,0,0,0
Belarus,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,98.9,96.2,103,101.1,89,84.5,70.4,60.4,42.3,39.9,48.4,51,45.2,42,41.7,29.9,28.2,26.6,26,28.7,25.7,29.1,27.1,25.8,27,32.5,33.1,35.2,34.9,31,34.1,35.3,52.9,55.7,35,30.4
Kazakhstan,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596.6,1677.5,1743,1818.1,1735.3,1621.1,1582.5,1594.2,1447.7,1416.1,1143.7,1021.5,876.9,863.5,799.5,746.9,933.7,945.9,1044.4,1113.3,1125.6,1186.4,1303.7,1414.6,1295.3,1397.7,1521.5,1585,1569.2,1550.6,1433.5,1419,1522.5,1704.8,1661.8,1561.6,1559.9
Russian Federation,coal,0,12906.8,13106.6,12992.3,13178.5,13069.4,13333.7,13706.4,13853.1,13921.2,14317.4,14301.9,14558.8,14470.7,14575.4,14131.8,14042.1,14257.2,14293.8,14158.8,8294,8519.3,8649.2,8521.6,8239.9,7632.8,6994.5,6572.5,5932.3,5188.4,4998,4905.5,4523.2,4235.2,4269.6,4428.2,4319.7,4337.8,4364.7,4182.3,3959.6,4062.1,3932.1,4216.9,3858.3,3790.9,3936.3,4120.9,3789.8,3665.6,3856.9,3736.7,3514,3628.3,3566.7,3291.2,3412.1
Turkmenistan,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,13.5,13.5,11.6,13.5,15.4,13.5,5.8,0,0.2,0.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.3,70.5,58.8,64.6,72.9,76.4,69.9,55,44.7,45.2,37.3,34.9,34.7,34.8,34.7,39.6,33.2,35.4,27.6,37.3,35.4,38.5,33.2,41.9,39.9,33.2,35.6,48.1,71.9,66.2,53.2,62.9,59.4,85,75.3,103.2,73.5
Iran,coal,8.8,9.7,10.7,11.8,13,14.4,10.1,15.8,26.6,29.1,53.9,53.3,53.9,32.9,47.6,50.1,41.8,56.4,53.2,41.1,40.5,39.9,39.2,40.5,29.7,29.7,42.5,37.4,46,46.1,43.2,45.2,46.3,54,51.4,54.6,53.5,50.7,54.9,57.5,65.2,62.9,65.6,49.1,56.8,53.8,59.8,47,60.1,68.4,65.3,63.3,69,73.3,74,74.2,74
Iraq,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,43.8,70.9,77.3,85.9,91.4,87.6,94.7,99.2,107.5,132.3,149.4,158.4,172.9,209.6,227.9,244.6,240.3,261.9,302.3,319.5,331.2,334.3,332.4,328.6,336.1,330.7,323.9,323.7,332.1,368.9,296.8,275.8,270.1,230.8,209.5,197.2,208.4,181.7,162.5
Kuwait,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0.6,2.7,11.5,9.1,7.6,9.3,7.1,7.9,7.3,1.3,2.7
Oman,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,1.2,0.4,1.3,1.9,1.5,2.1,2.3,3.2,3.1,7.1,13.6,13.1
Qatar,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,1.7,1,1.1,1.2,1.7,1.5,0.3,0.3
Saudi Arabia,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0.7,0.6,1.2,0.8,2.3,2.7,1,2.8,2.8,3.2,4.1,5.7,3.7,3.1,4.8,4,4.2,3.7,3.7
United Arab Emirates,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,3.9,4.6,5.3,6.1,11.8,5.7,14.4,11.5,27.6,18.6,57.9,74.1,82.6,71.8,77.1,89.1,80.4,82.8,79.1,73.9
Algeria,coal,2.9,2.8,2.2,2.3,2.9,3.5,1,0.8,1,0.8,1,2,2.6,1.3,3,2.7,1.9,35,31.2,34.6,36.1,37.1,44.3,41.7,35.2,27.6,28.5,33.8,27.5,26,26,12.2,21.4,22.9,24.6,20.3,23.4,30.8,25.4,30.3,24.9,36.9,31.7,31.7,20.3,13,11.5,12.2,6.6,7.5,5.6,2.1,7.6,20.9,17.3,17.3,17.3
Egypt,coal,16.9,11.5,17.7,18.4,19.8,18.3,15,13.3,11.6,20.2,24.2,23.6,26.9,25.8,28.6,23,29.7,30.7,29.1,29.5,31.2,31.3,33.2,36.2,37.1,31.8,32.7,33.5,40.4,43.4,29.1,40,33.8,33.3,30.2,36.4,32,34.4,35.6,36.4,35.6,35.6,32.4,29.2,25.9,19.4,18.5,16.4,16.2,16.3,33.5,51,50.2,91.4,82.6,31.4,50.8
Morocco,coal,7.6,11.7,11.6,10.4,10.4,12,12.5,15.5,15.3,15.2,17.3,18.7,17.7,17.8,17.4,16.7,17.7,19.7,24.4,21,27.7,37.6,43.7,43.1,47.6,45.9,50,46.3,50.6,56.4,68.4,87.5,83.4,99.4,95.1,112.4,142.9,142.1,137,151.6,158.9,161.6,135.3,153.4,113.3,116.7,124.7,126.6,125.6,169,186.1,179.3,186.4,215.6,279,280.1,307.5
South Africa,coal,1032.3,1019.3,1048.7,1097.7,1108.5,1145.2,1224.6,1233.3,1313.7,1376.2,1468.8,1542.2,1597.7,1551.7,1655.1,1788.2,2119.9,2324.1,2360.5,2543.5,2612.1,2648.4,2694.9,2915.7,2721.2,2818.4,2767.5,2778.1,2789,2878.7,2987,3033,3099.9,3006.8,3141.7,3124.7,3135.8,2983,3315.5,3632.8,3349,3411.1,3502.7,3907.8,3928.2,3886.3,3789.6,3698.6,3699.4,3746.6,3515.4,3780.2,3718.6,3528.9,3761.1,3559.6,3531.4
Australia,coal,727.3,753.8,774.9,798.1,825.4,834.1,837.3,874.6,910.8,950.7,981.2,1014.5,1059.1,1086.7,1136,1169.2,1199.3,1212.1,1211.6,1281.3,1325.3,1359,1416.1,1489.6,1562.3,1599.7,1631.8,1641.5,1652,1685.8,1743,1814.3,1906.1,1991.1,2114.8,2130,2108.5,2155.9,2217.7,2310.9,2297.6,2359.8,2339.3,2438.2,2357.5,2186.6,2131.4,1996.1,1894.5,1878.8,1945.5,1944.2,1877.5,1832,1751,1686.7,1630.7
Bangladesh,coal,0,0,0,0,0,0,3.9,3.9,5.1,4.5,5.2,5.2,5.4,5.2,3.9,5.2,5.3,6.5,3.7,1.5,2.1,3.1,4.9,5,5.2,11.8,3.8,3.5,1.3,1.2,13.4,7.4,13.5,3.9,1.9,13.8,14.6,15.3,14.6,14.6,30.1,45.7,37.3,39.2,49,31.2,46.5,38.4,53.1,31.9,94.9,69.7,78.2,85.7,138.8,156.7,137.4
China,coal,4790.5,5124.6,4555.2,4521.3,5459.8,6946.7,8009.6,8470.5,8581.5,8490.8,9569.6,9803.4,10783.9,11841.1,12249.7,12740.5,12672.7,13409.4,14360.4,15617.8,17050.6,17825.1,19340.1,20776.4,21768.8,22084.3,23160.3,24233.4,25813.3,27510,27852.7,29143.4,28554.9,28338.2,29156.5,29561.1,31088.7,34082.8,40619,47359,55458.4,60906.2,66326.1,67377.3,70578.1,73220.8,79706.3,80706.6,82430.7,82480.2,80917.9,80185.9,80560.4,81053.2,81698.6,82376.1,86169.8
China Hong Kong SAR,coal,5.1,4.4,3.6,2.6,1.5,0.9,1.1,0.5,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.1,1.5,37.5,88,114.9,142.2,164.6,206.2,238.6,255.6,229.9,248.1,263,304.6,217.6,234.5,174.3,147.1,182.8,156.3,181.6,286.9,223.2,283,264.3,287.5,287,313.2,287,299.7,260.7,310.1,305.3,325.4,341,280.4,280.4,262.7,269.8,258.4,137.6,152.9
India,coal,1488.3,1484.7,1509.4,1561.8,1659,1572.5,1594.3,1683.7,1661.2,1875.1,2015.7,2098.9,2197.2,2126.4,2259,2374.4,2671.7,2642.1,2804.6,2945.9,3086.6,3316.5,3641.9,3908,4247.8,4593.7,4888.4,5177.7,5362.7,5534.2,5873.8,6042.5,6319.3,6529.2,6468,6880.2,6937,7246,7588.7,8076.7,8842,9179.5,10045,10874.7,11826,12142.9,12756.4,14016,14872.1,16358.2,16553.7,16877.2,17438.4,18577.6,18589.8,17401,20088.5
Indonesia,coal,5.4,6.6,4.6,3.5,4.2,3.6,4.2,4.2,2.8,3.1,3.9,3.9,4.2,5.6,8.4,10.6,11.3,10.7,10.7,11.2,37.7,60.5,94.9,99.1,148.8,143.2,145,176.9,206.3,206.3,227.1,270.7,333.8,358.2,493.1,551,699.6,721.6,968.7,890,1019.9,1208.5,1516.2,1318.9,1388.5,1657,1962.3,2026.1,1777.6,1879,2141.3,2233.5,2393.3,2838.5,3414.2,3253.1,3281.6
Japan,coal,2039.5,2173.6,2387.5,2456.8,2624.3,2528.3,2295.6,2243.2,2371.8,2514,2351.7,2299.6,2169.6,1964.6,2098.1,2437.4,2732.7,2606.2,2568.9,2872.7,2998.2,2855.1,2913.6,3149.2,3154.2,3267.7,3241.7,3186.9,3250.1,3403.2,3527.5,3620.1,3718.6,3545,3729.5,3998.2,4093.8,4348.5,4468.5,4586.8,4805.3,4723.7,4958.7,5093.2,4273,4869.8,4617.5,4875.1,5074,4988.6,5032.7,5023.4,5097.5,4991.8,4905.3,4574.7,4797.5
Malaysia,coal,0.6,0.8,0.5,0.5,0.6,0.7,1.7,4.4,4.1,4.1,0.4,0.4,0.5,1,1.4,2.1,3.9,3.6,9.3,10,13.4,9.9,13.7,10.9,50.1,55.5,65.4,68.6,57.4,63.7,69.8,70.2,67.9,72.4,81.2,104,124.3,152.4,222.4,277.5,288.2,305.3,370.2,409.3,444.5,618.3,618.1,664.5,630.4,642.5,728.3,784.2,869.1,932.2,881,979.4,888.6
New Zealand,coal,68.9,67,61.2,57.6,59,59.1,52.5,53.8,61,62.8,59.1,60.9,58,53.5,47.7,49.1,48.9,47.9,53.1,49.4,45.6,52.4,43.7,47.4,51.6,50.1,47.8,52.6,51.9,49,49.2,48.4,52.3,47.7,48.9,46.3,57.3,57.3,82.7,85.5,95.1,93.7,71,88.1,67.7,57.9,58.6,73,64.4,59.4,60,49.7,52.3,56.4,64.2,61.5,72.1
Pakistan,coal,57.7,48.7,46.8,51.5,46.4,38.6,26,24.5,24.4,22.3,21.6,21.4,23.3,24.8,27.7,29.5,33.5,37.9,43,48.8,55.4,62.8,71.3,74.6,81.7,86.6,85.7,88,92.4,91.8,92.5,93.8,87.7,87.8,87.8,84.9,88.1,98.8,126.8,141.4,157,166.3,227.6,250.8,206.3,193.9,167.1,169.5,134.3,198,195.3,223.6,299.2,495.5,563.6,641,671.7
Philippines,coal,1.9,1.8,1.4,0.6,0.8,0.8,0.8,0.8,0.8,1.1,2.1,2.5,6.1,5.6,4.9,5.9,10.2,11.3,20.6,33.1,46.7,36.8,39.2,49.6,39.2,44.8,50.3,50.1,50.9,49.1,59.2,82.4,102.2,103.2,121.1,168,171.5,149.5,155.6,169.1,192.1,210.2,226.1,265.9,253.7,293.9,323.5,338.5,418.8,445.6,486.4,548,648,684.6,732,727.7,788.7
Singapore,coal,0.2,0.2,0.1,0.3,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0,0.1,0.2,0.1,0.1,0.2,0.5,0.3,0.5,0.6,0.5,0.9,0.5,0.8,0.9,1,0.5,0,0,0,0,0,0,0.3,0.4,0.3,0.4,0.2,0.3,0.2,0.2,0.3,0.3,1,11,16.3,17,17.8,37.6,20,19.2,18.1,32.6
South Korea,coal,207.3,234.8,224,211.4,220.8,235.7,238.2,244.1,308.7,318.4,336.4,375,409.4,414.2,495.8,552.6,638.2,646.9,690.4,831.8,922,976.8,989.7,1053.5,1025.5,1010,1013.5,986.8,1081.9,1110.9,1151.2,1344,1462.3,1509.4,1597.6,1797.2,1914.4,2057,2140.5,2227.3,2294.2,2371.9,2497.6,2767.5,2871.9,3229.8,3503.8,3376.1,3414.1,3533.6,3575.6,3412.2,3608,3627.9,3439.3,3024.6,3036.2
Sri Lanka,coal,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.7,0.7,1.5,0.9,0.3,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.5,0.7,2.4,1.8,1.8,2.4,2.5,2.5,12.5,19.1,20.1,38.5,51.9,54.9,56.9,55,58.7,63,60.4
Taiwan,coal,125,124.3,126.1,127.2,116.7,114,101.3,96.5,86.3,87.9,80.1,84.9,97.2,107.2,135.4,160.1,147.8,173.4,234,271.5,287.6,350.1,378.8,439,457.9,452.4,495.5,572.5,643.7,669.9,690.7,779,890.9,966.6,998.3,1176.7,1234.8,1338.8,1427.2,1484.6,1511.8,1586.9,1662.1,1591.2,1517.8,1628.4,1687.9,1650.3,1683.4,1701.4,1650.4,1670.5,1695.8,1704.8,1671,1559.6,1674.5
Thailand,coal,1.9,2.7,4.9,5.4,5.7,6.1,4.8,3.8,4,6,5.8,6.7,6.4,8.3,17.4,18.8,21,27.3,26.2,33,66.4,65.1,94,96.9,118,163.3,191.2,204.6,227.9,263.6,300.7,365.8,377.3,302.7,321.8,330.1,367.5,392.2,400.6,448.8,485.1,517.7,581.9,627.5,629.6,646.1,657.1,689.6,678.7,748.3,734.7,748.9,751.9,801.6,714.4,763.9,807.8
