country,type,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Mexico,hydro,94.3,107.7,117.3,134.6,142.7,159.7,155.1,165.3,174.3,177.9,161.6,183.7,204.3,172.6,191.7,180,262.1,244,220.7,251.3,302.6,226.7,205.3,232.4,269.9,260.6,240.8,285.4,283.7,215.8,293.8,333.6,280.6,261.8,348.2,352.1,300.7,261.2,207.3,261.2,285.6,311.9,278.3,396.8,268.7,371.3,360.2,315,274.9,379.3,299.5,295.8,305.1,309.4,224,254.7,327.1
USA,hydro,2118.1,2128.4,2418.8,2428.7,2725.5,2698.5,2898.2,2967,2961.6,3271.1,3259.7,3085.2,2404.3,3048,3043.8,3002,2837,3358.9,3605.3,3487.2,3057.1,3161.3,2718.9,2431.2,2924.5,3111.4,3058.6,2676.5,2972.7,2760.7,3313,3699.7,3789.4,3428.7,3370.3,2903.6,2223.5,2712.8,2818.6,2723.7,2746.4,2925,2474.1,2539.7,2729.9,2570.7,3139.2,2704.9,2615.3,2494.3,2389.3,2542,2843.6,2757.5,2708.9,2673.6,2427.5
Argentina,hydro,13,13.2,13.5,15.9,14.3,16.6,16.5,16,31.9,53.2,55.3,53.4,61.4,82.5,113.4,161.2,156.3,187.3,196.1,211.6,219.9,223.9,233.3,162.4,140.4,188.6,168.9,204,253,290.5,282.1,239.2,297.3,281.8,227.8,304.2,386.9,376,352.9,316,352.7,389.4,317.8,315.6,348,333.3,309.7,287.9,321.5,316.2,313.5,286.7,302.7,307.4,261,223.8,184.6
Brazil,hydro,271.6,297.1,310.7,325.2,348,423.7,459.9,539.5,616.2,699.2,769.5,882.6,995.1,1093.7,1241,1372.2,1392,1502.4,1612.5,1773.4,1898.8,1941.9,1975.7,2119.4,2179,2200.4,2318.3,2377.5,2502.3,2583.6,2702.9,2829.2,2969.7,3102.7,3119,3240.4,2833.1,3006.2,3190.8,3327.9,3478.6,3573,3807.3,3738.5,3930.9,4029.7,4253.8,4099.8,3836.2,3642.1,3487.6,3671,3553.5,3704.8,3775.7,3747.6,3417.8
Chile,hydro,42.1,44.4,45.3,38,42.8,45.8,51.2,61,59.6,67.7,68,70.2,74.2,77.2,79.3,83.8,86.8,94.9,102.3,106.2,117.8,125.9,136.5,133.7,112.2,95.2,139.8,178.2,183.3,180.8,196,179.6,201.7,169.7,144.5,203.1,229.3,243.6,236,217.5,263.6,289,227.4,245.5,253.1,217.4,203.7,199,195.3,224.8,229,189.8,204.3,222.6,203.5,205.4,155.7
Colombia,hydro,37.7,41.9,46.7,52.1,57.9,64.4,68.4,75.7,82.4,93.6,103.6,108.9,111.3,128.5,141.1,153.8,151.9,162.2,163.6,182.5,196.3,227.1,247.5,261,285.1,292.7,295.1,237.2,296.5,341.3,340.5,375.6,335.1,327.7,358.7,328,334.5,356.9,377.7,397.6,404.3,435.9,450.4,467,410.6,405.3,480.9,469.7,435.3,436.4,433.2,450.9,549.2,539.6,516.6,471.2,563.9
Ecuador,hydro,2.7,3,3.3,3.5,3.9,4.3,4.7,4.7,4.6,5.3,6.7,6.4,5.9,8.4,7.5,9.3,8.3,9.5,18.3,34.4,34.9,42.7,48.6,51.4,52.7,53.1,54,52.9,61.8,69.9,54.9,67.5,69.6,69.3,76.4,81,74.8,79.1,75,76.9,70.9,73,92,114.2,92.8,86.3,110.6,120.8,108.3,111.7,127,152.6,192.5,197,234.1,230.1,240.9
Peru,hydro,27.9,30.1,33.7,36.2,39.4,37.6,45.6,47.2,50.8,55.5,58.2,61.7,64.1,65.9,71.4,74.6,85.1,89.4,86.3,92.6,99.9,107.1,115.8,111,111.8,111.4,122.3,103.1,125.6,135.7,137.7,141.8,140.7,147,154.8,172.2,186.3,189.6,193.5,181.8,185.3,200.7,199,192.8,200.1,200.4,214.1,217.5,219,216.6,229.6,232.6,278.6,292.8,298.6,288.4,300.9
Trinidad & Tobago,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,hydro,14.6,14.9,17.4,29.3,34,43.7,57.4,64.1,66.3,82,95.1,112.6,129.5,130.2,151.6,155.3,160.6,168.3,192.3,215.5,241.1,267.8,328.3,364.1,369,393.7,474.2,503.2,505.4,545.9,547.7,573.2,609.6,616.6,645.1,669.4,639.2,625.6,632,727,794.7,834,845.2,877.2,863,766,825.8,806.8,799.6,783.7,724.9,604.8,671,553.9,471,579.4,576.7
Austria,hydro,171.2,184.5,188.4,193.6,178,226.6,179.1,184,204.5,241.8,253.3,218.9,265.3,265.5,299.1,309.9,328.4,328.9,325.8,285.8,327.6,329,376.7,375.8,373.5,335.4,334.7,371,390.7,380.1,394.6,364.2,384.3,395.6,433.2,445.3,427.9,422.7,346.8,381.4,382.4,365.2,377.2,387.7,411.2,383.3,340,432.8,412.2,399.9,360.2,385.2,366.9,358.5,387.4,397.1,403.7
Belgium,hydro,2.9,3.2,2.5,2.6,2.4,2.6,1.4,1.9,1.8,2.6,1.9,1.2,2.4,2.4,2.5,3,4.1,3.5,3.6,3.7,3.1,3.7,4.6,3.8,3.2,2.8,2.4,3.6,2.7,3.7,3.6,2.5,3.2,4.1,3.6,4.9,4.7,3.8,2.6,3.3,3,3.7,4,4.1,3.3,3.1,1.9,3.5,3.7,2.9,3.1,3.6,2.6,2.8,2.9,2.5,3.5
Bulgaria,hydro,21.3,21.4,21.5,13.9,19.6,22.9,23.1,22.3,27.4,22.1,26.1,31.4,37.6,31,35.2,39.5,38.5,32.5,35.7,34.7,23.8,24.8,27,27.6,28.6,20,26,22,20.7,15.6,24.6,31.1,29.3,33,29.3,28.5,18.4,23.1,31.6,32.9,44.7,43.4,29.3,28.6,34.9,50.5,29,31.8,40,44.9,54.9,38,27.1,49,28.1,27.1,43
Croatia,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,62.6,46.3,48.4,57.9,60.5,83.7,62.3,64.1,78,68.7,75.9,61.5,57,79.1,72.5,67.8,47.8,58.5,74.5,91.2,50,47.7,84.6,87.8,62,66,50.8,73.3,55.3,53.5,67.4
Cyprus,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,hydro,23.8,22.4,20.2,15.6,12.7,18.2,12.9,13.5,11.5,19.4,19.3,15.4,20.9,19.5,24.4,25.5,21.9,17.8,17.6,13.8,17.8,20,26.2,22.3,17.5,12.4,11.6,14.9,14.6,15.5,21.3,21,18.1,14.9,17.9,18.7,21.7,26.2,14.4,20.9,24.5,26.1,21.2,20.5,24.4,27.9,21.2,22,28,18.6,17.4,19.3,17.9,15.5,19.1,20.3,22.7
Denmark,hydro,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.2
Estonia,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.2,0.1,0.2,0.3,0.3
Finland,hydro,99.6,110.5,123.8,111.7,93.1,101.4,113.7,110.5,112.6,135.2,130,100.9,129.7,104.3,115.7,108.8,145.4,139.3,144.6,141,131.3,131.9,146.9,142.2,138.7,115.6,140.5,160.8,143.4,125.4,137.5,125.8,126.8,158.9,134.9,155.4,139.1,112.8,99.7,155.8,139.8,117.1,143.9,172.8,127.7,128.6,123.2,166.2,125.6,130.4,162.4,152.2,141.4,126.4,117.4,149.6,148
France,hydro,499.1,555.8,483.1,536.8,563.6,603.4,520.1,519.8,507.7,598.6,639.9,517,812.5,727.7,707,740.1,768.5,751.3,739.2,699.3,664.8,670.8,756.7,820.9,498.6,573.4,613.2,734,690.8,838.8,778.4,703,678.8,661,771.9,706.4,785.5,634.6,615.4,617.8,530.7,576.7,586.4,643.9,573,626.6,444.8,580.2,695.1,612.8,528.9,577.5,469.1,608.8,531.7,578.4,546
Germany,hydro,172.6,186.7,177.3,179.9,146,186.6,143.2,140.6,162.1,187.8,181.6,147.4,187.2,195.5,195.7,203,212,210.1,199.2,196.7,185.2,197.7,216.6,213.7,194.2,184.5,168.7,198.4,201.8,215,229.5,200.3,201.7,202.3,220.2,265.1,245.4,249,191.3,215.2,202.4,205.2,215.5,206.8,191.3,209.4,175.5,214.7,225.6,191,184,198,193.1,168.5,187.2,173.2,179.9
Greece,hydro,8.5,18.4,17.7,14.6,21.9,28.1,28.2,28.5,23.7,25,21.5,20,20.5,31.8,38,36.2,36.3,37.9,24.9,30.5,29.9,34.4,29.6,25.2,20.2,18.8,33,23.5,24.3,27.7,37.6,46.3,41.3,39.6,48.9,39.3,22.2,29.4,49.8,48.5,51.7,60.1,26.4,33.5,54,74.5,39.8,43.5,62.3,43.7,59.1,53.4,38,54.7,37.7,31.2,54.9
Hungary,hydro,0.8,1.1,0.9,0.9,1,0.9,1,1.2,1.1,0.9,1.7,1.8,1.6,1.5,1.6,1.2,1.8,1.7,1.7,1.9,1.7,1.6,1.8,1.8,1.7,1.9,2.1,1.7,1.8,1.7,1.7,2.2,2.3,1.7,1.9,1.9,2,2,1.8,2.1,2.1,1.9,2.1,2.2,2.3,1.9,2.2,2.1,2.1,2.9,2.3,2.5,2.1,2.1,2.1,2.3,2
Iceland,hydro,6.8,6.6,7.1,7.3,9.2,15,16.4,18.1,23.2,24,23.5,25,26.8,27.7,30,32.5,32.8,36.3,38.2,39.8,39,40.9,41.7,44.3,44.9,44.2,44.2,45.8,47.5,48,49.8,50.7,55.4,59.8,64.3,67.6,69.5,73.2,73.9,74,72.3,74.7,85.4,125.7,123.5,125.8,124.2,121.8,126.2,125.5,133.6,129.8,134.7,131.6,127.7,124.4,130.2
Ireland,hydro,10,9,8.5,8.2,6.2,8.5,5,7.3,6.8,8.4,5.6,6.3,7.9,7.4,8.8,8.9,9.2,8.5,8.3,7.3,8.9,9.8,7.3,9.3,7.4,7.4,7.9,8.7,8.1,9.8,7.6,7.7,7.2,9.8,9,9,6.3,9.6,6.2,6.5,6.5,7.4,6.8,9.8,9.1,6,7,7.9,5.9,6.9,7.8,6.6,6.6,6.6,8.4,8.8,7
Italy,hydro,453.8,465.4,450.7,454.3,438.2,429.8,416,440.2,399.4,402.3,436.7,417,544.4,484.3,489.1,481.6,458.1,441.4,441.2,451.4,437.4,437.5,420.5,433,362.5,336.7,449.6,449.2,441,475.4,402.2,447.5,442.9,438.8,482.9,470.5,495.1,415.3,382.9,439.2,371.8,378.9,334,421.1,494,510.8,455.1,413.3,517.8,571,427.6,391.3,329.3,465,447.5,432.3,405.6
Latvia,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7,31.9,39.4,31.9,38.4,47.9,34.9,26.8,30.6,35.2,31.3,19.8,31.4,45.9,29.3,30,30,25.9,23.7,32.3,34.3,27.6,27.8,31.5,34.8,35.2,28.7,36.5,28.6,19.4,18.1,24.4,42,23.2,20,24.6,25.5
Lithuania,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,4.1,3.9,4.1,4.1,4.4,3.6,3.3,4.2,4.8,4,3.5,3.1,4.4,4.4,3.6,3.4,3.7,3.4,4.4,4.6,4.1,4.3,4.1,4.3,5.4,4.8,4.2,5.1,3.9,3.4,4.4,5.8,4.1,3.3,2.8,3.6
Luxembourg,hydro,0.9,0.8,0.9,1,0.8,0.9,0.5,0.6,0.5,0.8,0.7,0.4,0.8,0.8,0.9,0.9,1,0.9,0.9,0.9,0.7,0.9,1.1,1,0.7,0.7,0.9,0.7,0.7,0.9,0.9,0.6,0.9,1.2,0.9,1.3,1.2,1,0.8,1.1,1,1.1,1.2,1.3,1.1,1.1,0.6,1,1.2,1.1,1,1.1,0.8,0.9,1,0.9,1
Netherlands,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.9,1.1,1.3,1,1.1,0.9,0.9,1,1.2,1,1.5,1.2,1.2,0.8,1,0.9,1.1,1.1,1,1,1,0.6,1,1.1,1.1,0.9,1,0.6,0.7,0.7,0.4,0.8
North Macedonia,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,9,9,5.6,7.4,8.5,9,9.6,11.5,14.8,12.5,6.6,8,14.3,15.4,15.4,16.9,10.3,8.5,12.8,24.3,14.2,10.3,15.5,11.8,18.1,18.3,10.6,17.1,11,12.1,13.7
Norway,hydro,526.4,518.9,567.4,640.9,610.7,615.4,673.3,717.7,775.7,815.4,823.2,872.2,766.7,859.1,944.2,890.1,988.2,984.7,1125.1,1127.4,1089.9,1024.1,1099.4,1158.8,1260.4,1289.6,1172.4,1242,1269.3,1188.5,1293.7,1105.6,1168.6,1231.7,1292.9,1509.7,1274,1359.4,1101.3,1128.5,1398.7,1222.8,1360.5,1406.6,1259.6,1166.6,1194.6,1399.1,1257.4,1320.9,1331.1,1372.5,1360,1323.8,1187.6,1330.3,1347.9
Poland,hydro,9.5,9.5,10.2,10.7,8.6,18.9,16.7,16,15.5,22.6,21.2,17.5,20.8,20.8,19.2,25,22.7,16.4,17.8,15,19.7,16.5,17.7,19.1,17.1,15.1,15.2,16,15.8,18.4,20.1,20.6,20.9,24.6,22.9,22.4,24.6,23.9,17.4,21.6,22.7,20.9,23.9,21.8,23.9,29.2,23.2,20.1,23.9,21.3,17.8,20.6,24.5,18.8,18.5,20,22
Portugal,hydro,42.3,56.2,58.3,55.2,67.2,61.8,65.7,75.4,78,83.3,68.2,51,106.1,115.1,119.4,85.3,53.4,73.7,85.4,104,113.8,90.6,97.4,130.2,61.9,97.5,96.3,49.5,90.9,113.5,88.8,157.1,139.5,138.2,77.6,120.5,148.4,82,164.2,102.4,48.8,111.8,102.1,68.8,83.3,161.4,114.6,55.5,134.7,151.8,84,151.5,56.5,118,83.7,114.2,111.7
Romania,hydro,10.7,11,15.7,16.6,23.6,29.5,47.9,78.2,80.3,90.2,99.6,86.3,99.5,113,120.7,134.5,135.6,126.2,106.9,120.6,135.3,115.1,119.3,157.3,145.6,121.5,155.3,124.5,135.9,138.9,177.7,167.7,186.4,201,194.7,157.3,157.8,168.6,138.4,171.3,208.3,188,162.5,173.9,156.2,198.7,146.3,119.1,145.1,180.7,161.3,173.7,138.9,168.2,147.9,145.4,159.2
Slovakia,hydro,23.7,22.7,19.4,17.8,13.9,20.9,15.7,16.5,14.1,23.7,21.3,21.5,25.6,24,20.1,24,20.9,18.4,19.5,16.6,22.5,17.8,20.6,18.7,20.9,20,15,20.6,36.9,46.4,51.9,45,43.3,45.4,47.6,49.1,52.1,55.4,34.3,41.4,46.6,43.8,44,41.3,44.5,50.9,36.1,39.6,46.5,42.1,39.4,41.1,41.4,34.2,41.3,42.7,39.8
Slovenia,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7,38.4,36.4,32.3,36.2,34.6,39,32.9,36.7,39.8,40.8,40.1,34.8,30.9,42.5,35.7,36.8,33.2,40.6,47.4,45.1,35.4,38.5,45.4,59.4,36.9,43.4,37.1,44.8,42.5,46.6,44.3
Spain,hydro,209.6,290.2,241.2,259.6,325.8,295.6,338.7,377.6,307.8,325.4,277.5,222.8,421.8,428.5,493.9,314.6,233.6,280.3,287.9,335.2,333.1,282,291.5,375.2,206,270.5,290.4,201.4,259.5,300,246,423.7,370.2,362,243.4,314.8,433.9,240.8,428.6,328.6,184.2,265.2,277.2,238.1,264.9,420,303.9,202.8,360.9,382,272.8,350.7,175.5,327,213.4,288.4,278.5
Sweden,hydro,494.2,484.2,524.7,518.8,445.3,441.7,553.7,572.1,637.3,609.6,613.7,583.7,569.5,614.8,650.2,626.7,636.1,586.2,676.4,722.9,755.7,648.6,764.9,743.9,763.8,771.9,673.3,791.6,794.6,629.1,724.9,550.8,735.1,795.7,763.2,836.5,836.2,697.3,559,628.5,749.3,631.4,673.5,698,657.7,663.5,666,779.2,602,621.9,730.1,597.7,622.4,591,618.8,682.1,673.1
Switzerland,hydro,256.5,292.9,317.8,314.2,300.7,310.5,309.2,258,283,296.5,343.2,275.2,371.4,336,316,356.1,373.9,382.9,373.2,318.2,341.2,350.3,369.1,381,317,317.2,341.5,348.1,380.9,415.9,374.4,306,362.4,356.4,425.9,392.1,437,369.6,363,350.1,321.9,317.2,358.9,364.6,359.2,360.4,321.7,381.1,377.4,371,370.9,333.7,326.7,329.6,357.1,354.2,342.5
Turkey,hydro,23.2,24.9,25.4,33.8,36.7,32.3,27.8,34.1,27.7,35.7,62.8,89.2,91.3,99.4,109.5,120.8,134.3,150.8,120.7,142.9,128.2,126.4,198.2,308.2,191,246.4,241.5,282.8,361.4,325.6,378.3,430.9,423.8,449.5,369.1,328.7,253.9,353.9,368.9,478.1,407.8,453.2,364.9,336.6,361.5,517.5,519.8,571.2,583,396.4,651,647.9,557.8,570.9,842.9,738.4,524.7
Ukraine,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,113.4,102.1,127,107.8,111.9,124.7,83.9,117.5,129,106,91.9,104.9,167.5,152.5,120,127.3,101.2,96.4,121.9,127.4,132,103.3,116.5,120,131.4,108.7,103.4,135.4,82.7,52.3,74,85.7,99.3,61.8,71.5,98.1
United Kingdom,hydro,49.1,48.3,52,39.6,34.7,48.3,35.9,35.9,40.9,43.3,40.9,48.3,42.1,43.3,45.8,42.1,47,48.3,48.3,48.3,42.1,50.8,44.6,52,50.8,54.5,48.3,56.9,45.8,54.5,49.5,36.2,46.8,54.5,56.8,54.1,42.9,50.3,33.7,50.3,50.7,47.1,51.7,52,52.6,35.9,56.5,52.4,46.1,57.4,61.1,51.8,56.4,51.8,55.5,63.9,47.2
Azerbaijan,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8.6,8.6,7.4,7.4,17.6,18.7,18.6,25.8,19.5,16.6,16.4,18.2,20.8,16,16.3,13.8,21.2,25.8,28.6,31,25.8,24.1,22.6,23.2,34.4,26.6,18,14.6,12.7,15.9,18.9,16.7,16.8,14.8,10.1,12
Belarus,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.7,1.4,1.2,1.1,1.4,3.9,3.1,3.3,3.8,3.2
Kazakhstan,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5,50.9,61,74.4,77.6,78.4,76.6,73.1,81.2,97.7,88.7,78,69.2,65.4,65.3,80.2,85.5,93.4,90,83.6,81,79.6,83.2,75.5,69.2,80.2,78.3,75.4,75.9,80.6,89.9,112,107.4,98.8,94.8,91.3,85.7
Russian Federation,hydro,0,977.5,942.9,1107.5,1226.1,1324,1342.3,1308.3,1302.4,1405.5,1341.2,1444.9,1565,1806.5,1831.2,1958,1987.9,1859.5,1920,2160.8,1700.3,1749.3,1730.1,1713.1,1700.3,1776.1,1789.4,1837.3,1855.3,1872.8,1876.3,1642.6,1675.9,1687.2,1708.5,1746.6,1839.2,1704.1,1625.3,1822.5,1779.3,1775,1802.2,1666.9,1751.4,1663.5,1619.3,1613.5,1777.4,1691.1,1628.6,1779.2,1774,1815.7,1844.5,2008.5,2020.9
Turkmenistan,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Uzbekistan,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.8,49.2,72.1,76.3,58.6,70.8,64.2,66.9,78.3,76.2,65.9,69.5,61.5,61.3,60.6,62.6,63.6,65,74.7,67.4,70.9,59.9,65.7,44.4,65.2,81.9,56.8,62.7,61.5,60.3,58.4,66.1,76,56.2,61.3,47.3,51.7
Iran,hydro,18.3,19.7,21.2,22.8,24.5,26.4,28.4,37.3,31.6,34.8,36.5,40.8,42.2,66.1,57.3,59.4,64.9,68.1,66.6,62.3,62.8,75,83.2,87.8,71.7,78.6,59.7,98,112.1,73.4,88.6,93.8,63.2,79.7,54.7,40.2,43.6,84.2,100.1,123.8,148.9,189.6,182.8,75.2,67.6,102.4,106.1,123.4,143.5,141.5,128.5,148.6,165.1,93.7,321.4,219.4,140.2
Iraq,hydro,0.8,1,1.1,1.4,1.5,1.8,2.1,2.1,3.1,4.3,4.9,4.9,6,7.5,11,7.3,6.5,6.4,6.4,6.5,6.5,6.4,27.7,27.7,27.7,49.5,22.8,55.6,65.6,66.5,75.8,69.1,70.3,66,37.9,34,39.1,47.9,49.7,59.6,50.4,51.1,46.5,29.7,28.5,36.1,33.8,43.4,45.2,27.7,24.7,32.5,20.8,17.3,47.1,29.1,28.4
Israel,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0.1,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.4,0.3,0.1,0.2,0.3,0.3,0.3,0.2,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.1,0.2,0,0,0,0,0,0
Kuwait,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,hydro,4.3,3.8,4.4,6,3.8,6.2,3.5,5.3,8,5.3,3.5,4.1,2.9,2.7,3.1,2.7,3.9,5.1,2.5,4.8,6.9,2.7,5.3,1.9,2.4,1.4,3.1,2.1,3.8,1.8,2.1,1.4,0.8,2.3,2.2,0.6,0.7,0.6,2.8,2.6,5.7,2.2,2.3,2.9,3.4,1.7,3.8,3.8,1,1.9,1.4,0.7,0.5,1.1,1.4,0.5,0.1
Egypt,hydro,18.4,19.4,20.9,31.9,42.5,49.9,53.7,54.9,54.9,65.1,72.3,85.2,96.2,105.7,102.3,104.3,108.7,111.7,104.5,102.5,97.4,95.5,95.5,94,101,106,105.6,104.3,107.4,114.2,119.1,122.2,125.3,128.9,143.1,150.9,152.4,147.1,135.1,133.1,130.3,131,144.7,152.7,138.5,129.4,129,128.6,129.9,132.5,132.7,127.2,122.5,122,133.6,140.9,137.9
Morocco,hydro,12.9,11.2,9.9,11.3,14.6,14.3,16.2,17,12.7,14.2,10.8,10.6,14.5,15.1,16.8,16.1,10.9,6.1,5.1,3.9,5.2,6.8,8.8,10,12.3,13,13.1,10.3,4.7,8.9,6.5,20.8,22.2,18.9,8.8,7.6,9.1,8.8,15.1,16.5,9.9,10.1,9.2,9.3,25.8,34.7,19.9,16.1,27.3,16,18.3,12.1,11.4,16.1,12,8.2,7.7
South Africa,hydro,0.4,0.4,0.3,0.3,0.2,0.3,1.2,8.9,10.5,12.1,11.9,20,20.7,20.3,12.2,10.6,17.6,10.8,6.3,6,6.6,17.3,17.2,33.7,29.4,10.8,21.1,8,1.6,11.4,5.6,14,22.3,17,7.7,11.7,18.2,21.9,8.6,9.9,13.7,29.7,29.2,12.7,14.6,11.4,30.4,10.1,10.8,17.5,5.7,9.9,18.8,11.1,9.2,6.6,13.2
Australia,hydro,81.9,78.2,81,84.6,92.4,108.3,122.5,123,130.8,147.7,158.5,150.7,144.2,156.2,151.7,143.4,147.6,135.9,129.1,139.7,148.4,149.3,144.9,152.6,151.7,157.1,166.6,169.7,174.4,171.9,166.4,170,169.8,168.2,173.3,175.3,170.5,169.1,169.2,162.7,159.4,153.1,132.8,119.5,127.1,137.4,194.4,168.2,187.3,141.3,136.6,169.9,129.3,164.9,133.1,136.3,150.7
Bangladesh,hydro,0,0,0,0,0,0,1.9,1.9,3.5,2.6,4.6,5.3,4.7,5.4,6.2,6.2,6.7,5.6,7,9.5,7.9,4.8,5.5,7.2,9.8,9.4,8.9,8.5,6.5,9,4,7.9,7.7,9.2,8.9,8,10.5,7.9,7.8,7.8,7.7,7.7,7.6,9.6,4.2,7.3,8.7,7.7,7.1,5.5,8.7,8.5,9.9,8.2,7.8,6.6,6.4
China,hydro,235.2,239.4,206.3,243.5,247.6,255.9,309.5,350.8,392,443.6,464.2,470.5,491.1,460.1,516.9,619.8,697.4,792.1,919.9,924.2,983.5,1006.5,1064.8,1162.1,1260.5,1349.2,1327.3,1391.2,1616.4,1782.3,2028.8,2001,2086.2,2117.2,2092.6,2367.6,2934.1,3025.9,2961.7,3667.6,4092.6,4464,4939.7,6443.6,6189.5,7108.2,6833.1,8516.6,8924.7,10334.9,10804.9,11114.4,11162.1,11418.9,12075.8,12496.3,12246
China Hong Kong SAR,hydro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,hydro,204,213.1,238.4,275.2,305.5,324,355.4,344.9,367.3,353.5,422.3,441.8,482,598,576.6,590.2,628.9,530.8,511.4,571.5,551.6,559.6,521.2,581.4,674.6,706.8,786.9,745.8,753,853.9,808.2,735.1,747.4,890.3,875.6,819.6,761.7,720.3,723.5,1044,1004.2,1153.6,1248.1,1165.1,1069.1,1086.6,1308,1142.8,1295,1355.6,1292.1,1237.3,1301.3,1331.1,1537.9,1547.8,1510.3
